origin_codmun,destination_codmun,flow_2016,flow_2017,Country
5094,5097,9.64,8.81,brazil
5025,674,9.35,10.14,brazil
4938,4783,86.6,89.78,brazil
1292,1292,95.15,94.98,brazil
4127,178,95.48,89.01,brazil
349,349,652.92,590.89,brazil
878,4872,9.25,9.28,brazil
4938,4927,106.54,108.96,brazil
3743,3239,93.81,91.59,brazil
2211,2045,9.62,8.86,brazil
3569,3572,10.8,9.95,brazil
87,68,62.86,64.11,brazil
4174,4012,11.4,11.34,brazil
3630,4945,11.68,11.48,brazil
3688,3750,91.93,97.59,brazil
5137,5219,104.53,110.11,brazil
3124,2837,7.0,6.92,brazil
4933,4634,96.46,105.58,brazil
5074,3995,9.65,8.76,brazil
4252,4050,16.29,17.43,brazil
1899,1899,1294.82,1279.13,brazil
972,1210,8.59,8.6,brazil
2554,2554,94.86,86.74,brazil
4621,4978,10.63,9.94,brazil
4091,3899,11.19,11.61,brazil
2982,2857,72.3,72.41,brazil
4564,3612,12.29,12.37,brazil
2355,4877,11.83,11.39,brazil
4877,4875,106.63,101.71,brazil
4779,4494,12.31,13.0,brazil
189,178,70.71,66.97,brazil
5142,5240,108.1,110.24,brazil
3022,2964,102.15,95.7,brazil
3024,3151,87.87,92.3,brazil
3826,3826,998.21,928.92,brazil
674,628,103.78,103.25,brazil
800,3206,10.13,11.13,brazil
3206,3275,105.98,112.81,brazil
2415,3588,10.26,10.97,brazil
5137,4763,9.15,9.2,brazil
4051,4230,14.08,14.1,brazil
3878,3899,10.82,9.89,brazil
5074,5189,9.58,8.82,brazil
4795,4877,8.53,8.69,brazil
3649,3654,100.83,107.3,brazil
4236,4252,11.29,12.1,brazil
4569,4478,76.27,79.9,brazil
2885,2837,9.62,9.01,brazil
3889,4115,8.72,8.64,brazil
5018,5281,6.24,6.29,brazil
4447,4424,10.09,9.82,brazil
3571,4570,9.66,9.93,brazil
2196,2225,63.45,61.04,brazil
4823,4515,13.43,14.41,brazil
4205,4152,109.75,101.66,brazil
5177,5289,12.51,11.7,brazil
2690,2690,104.21,112.52,brazil
3142,2941,3.2,3.5,brazil
4507,4564,97.59,98.62,brazil
1451,1072,9.83,10.54,brazil
3703,3703,114.33,118.33,brazil
2075,2075,98.31,91.96,brazil
3737,3683,102.97,109.68,brazil
629,666,10.74,9.9,brazil
2825,2833,80.85,85.7,brazil
2276,2276,93.84,98.89,brazil
1730,4543,10.97,10.8,brazil
3744,3752,10.62,10.31,brazil
841,877,9.5,8.76,brazil
4164,4132,13.85,14.51,brazil
694,798,10.47,10.53,brazil
452,331,9.82,10.44,brazil
4027,3899,6.69,6.72,brazil
1775,1744,10.29,10.96,brazil
2863,3011,11.97,10.89,brazil
1697,2336,99.63,107.23,brazil
4766,4527,7.55,8.09,brazil
1480,1453,10.21,10.21,brazil
4955,4861,8.36,7.81,brazil
5102,5017,79.59,78.0,brazil
4008,4087,9.63,9.56,brazil
2983,2966,92.92,94.8,brazil
3276,3276,109.98,98.98,brazil
4920,4791,11.48,12.39,brazil
3325,3308,10.2,9.26,brazil
4404,4787,11.11,10.08,brazil
3934,4012,7.89,7.91,brazil
2173,1901,7.64,8.34,brazil
3861,4066,11.8,11.85,brazil
2368,4822,12.94,13.06,brazil
4960,4880,8.57,8.98,brazil
3717,2674,8.68,9.0,brazil
1971,1606,10.01,9.52,brazil
2300,1606,9.85,9.11,brazil
3688,3687,10.34,9.87,brazil
4713,4882,7.62,8.23,brazil
3678,3792,11.85,12.97,brazil
3865,3971,9.2,9.76,brazil
4847,4364,9.61,8.91,brazil
4884,4613,10.81,10.25,brazil
3313,3284,12.27,11.63,brazil
4993,4421,7.46,7.6,brazil
4938,4655,13.8,13.25,brazil
3978,4126,114.35,106.95,brazil
4663,1914,8.42,9.0,brazil
5036,5286,12.38,13.43,brazil
816,819,11.15,11.9,brazil
3007,2960,8.63,8.04,brazil
2146,1619,7.26,6.89,brazil
4569,4401,12.9,13.96,brazil
5458,5468,13.07,13.99,brazil
566,566,12.08,12.02,brazil
696,638,12.27,11.16,brazil
2889,2889,93.42,87.65,brazil
4192,3852,105.33,97.92,brazil
4332,4332,163.66,179.84,brazil
860,818,7.99,7.96,brazil
941,1070,6.53,6.35,brazil
4424,4478,5.83,6.02,brazil
851,3596,13.47,14.3,brazil
5079,5182,10.48,10.63,brazil
4509,4877,517.56,504.21,brazil
3824,4105,124.47,124.33,brazil
2564,2634,690.93,678.61,brazil
800,800,1000.41,914.27,brazil
4701,4570,107.18,106.23,brazil
2960,2973,97.09,90.54,brazil
4201,3921,73.1,66.82,brazil
2857,4877,1252.7,1223.04,brazil
5230,2857,112.76,114.28,brazil
4127,4158,107.82,107.47,brazil
4650,4938,110.58,105.65,brazil
4570,2882,93.71,92.23,brazil
3634,3578,1114.73,1127.95,brazil
2662,3318,74.63,81.06,brazil
5259,5259,1201.11,1215.8,brazil
4214,4169,798.73,849.04,brazil
4448,4448,716.27,759.22,brazil
5096,5110,1061.96,1015.44,brazil
3090,2962,11.91,12.44,brazil
800,1059,121.16,121.96,brazil
972,1009,87.75,85.27,brazil
4246,3899,80.45,85.67,brazil
4877,1451,104.91,113.85,brazil
4094,3995,100.06,93.46,brazil
2900,5137,84.91,84.41,brazil
2367,2279,87.15,94.91,brazil
2152,2152,1217.37,1295.91,brazil
2095,2146,110.34,117.91,brazil
17,17,107.25,100.65,brazil
4570,4478,115.51,122.33,brazil
3883,3914,137.1,128.39,brazil
3290,2628,11.03,11.64,brazil
5289,4110,10.56,11.44,brazil
2095,1834,74.31,78.09,brazil
4475,4475,1031.19,1126.7,brazil
3654,1963,87.9,89.67,brazil
2882,5127,120.36,115.32,brazil
2379,2097,58.87,59.51,brazil
5127,5017,5.21,5.5,brazil
5200,5072,86.72,94.04,brazil
4663,4784,104.39,107.74,brazil
4989,4863,138.61,138.53,brazil
3997,4097,145.23,155.26,brazil
1962,1962,1037.79,1107.31,brazil
43,25,92.68,89.74,brazil
4944,4944,833.82,770.33,brazil
4821,4822,86.39,94.73,brazil
1559,510,10.14,10.35,brazil
439,549,97.95,101.21,brazil
3125,3125,1035.57,1126.07,brazil
4498,4498,1169.24,1174.15,brazil
5295,431,122.24,130.65,brazil
674,4744,78.65,70.8,brazil
5289,4127,12.12,12.67,brazil
3061,5066,13.77,14.31,brazil
2533,2461,74.14,73.34,brazil
4877,5455,139.32,145.77,brazil
1752,1783,63.48,60.96,brazil
3832,3969,10.32,9.63,brazil
4688,4569,101.81,94.98,brazil
4920,4817,97.5,100.81,brazil
4127,4268,61.43,64.22,brazil
4041,3974,117.05,122.26,brazil
5088,5141,71.55,77.43,brazil
4880,4859,99.95,90.98,brazil
4655,4655,1525.37,1482.64,brazil
1629,1629,1274.59,1222.45,brazil
5042,3910,92.64,99.2,brazil
624,674,113.8,122.34,brazil
4014,3997,92.09,98.12,brazil
4811,4435,112.53,116.79,brazil
5106,5090,104.44,96.24,brazil
4859,4987,122.95,118.38,brazil
3630,4843,9.42,10.35,brazil
5042,2833,10.29,10.37,brazil
3247,3245,9.97,9.58,brazil
4467,4817,10.06,9.23,brazil
4494,4442,12.57,12.24,brazil
1883,1570,9.25,10.05,brazil
2833,3061,95.74,89.83,brazil
2654,2654,1160.08,1082.95,brazil
928,4859,9.56,9.79,brazil
4421,4701,7.08,6.93,brazil
654,654,124.56,132.71,brazil
692,715,104.48,98.73,brazil
5018,4268,11.35,12.14,brazil
2518,2432,104.68,114.03,brazil
4845,4870,59.46,60.15,brazil
1296,2406,114.09,103.08,brazil
4374,4548,9.26,10.02,brazil
4608,4608,1025.5,982.87,brazil
2465,2406,9.37,9.7,brazil
68,5303,11.32,10.38,brazil
1352,1358,80.91,89.0,brazil
4196,3899,89.71,90.68,brazil
1210,1204,7.49,7.04,brazil
4399,4785,8.86,8.75,brazil
2150,4570,9.85,9.12,brazil
2367,4467,89.42,81.79,brazil
4158,3910,10.0,9.39,brazil
800,3575,11.56,11.5,brazil
4381,4613,63.65,63.32,brazil
3910,4467,69.93,67.77,brazil
3995,4570,12.98,11.75,brazil
974,1052,13.28,13.26,brazil
1692,1768,115.13,126.08,brazil
4289,3910,122.61,131.35,brazil
2357,1612,7.25,7.61,brazil
3607,2051,10.76,10.42,brazil
2313,2233,11.52,10.42,brazil
4236,4111,12.48,13.16,brazil
4632,4586,8.65,8.95,brazil
5348,68,9.67,8.75,brazil
836,869,114.27,103.24,brazil
1638,1775,9.24,9.03,brazil
2857,3154,113.5,111.97,brazil
4611,4701,9.19,9.08,brazil
4564,4988,10.82,10.03,brazil
4377,4920,88.0,88.8,brazil
2634,2638,8.71,9.0,brazil
3626,3612,44.78,44.74,brazil
4198,2857,107.88,106.23,brazil
878,827,11.22,10.33,brazil
4110,3967,115.56,114.75,brazil
4880,4467,9.16,8.27,brazil
1744,1296,100.2,95.7,brazil
3968,4097,10.46,10.51,brazil
4820,4877,10.62,11.19,brazil
4467,4985,139.02,131.58,brazil
4195,4059,72.95,72.17,brazil
4066,4236,131.59,133.07,brazil
845,806,138.37,142.65,brazil
3318,2634,9.22,9.24,brazil
3437,3437,89.55,84.33,brazil
4203,4041,5.69,5.21,brazil
4650,4376,10.27,10.69,brazil
877,464,5.45,5.55,brazil
3500,3431,9.27,8.77,brazil
247,549,100.36,94.72,brazil
3135,2933,7.46,7.67,brazil
2772,2833,7.61,6.99,brazil
4588,4401,12.62,13.32,brazil
3831,3910,9.79,10.1,brazil
4497,4956,6.5,6.26,brazil
2196,2196,126.5,114.7,brazil
2717,3795,8.84,9.56,brazil
3080,3002,7.78,7.95,brazil
1901,1752,155.44,161.28,brazil
3142,3003,108.84,99.27,brazil
5054,5182,8.73,9.29,brazil
4887,4631,13.12,13.18,brazil
1742,3630,8.13,8.59,brazil
5129,3029,10.76,9.9,brazil
4810,4960,7.33,7.55,brazil
4920,674,8.19,8.31,brazil
3342,3205,6.38,6.66,brazil
2834,2898,7.59,6.98,brazil
3038,3006,8.32,8.15,brazil
4695,3090,8.83,8.93,brazil
3743,4845,11.71,10.75,brazil
3969,3904,12.11,12.42,brazil
1296,1308,10.81,9.87,brazil
1878,2368,10.7,9.95,brazil
4783,4997,10.23,9.28,brazil
4872,4817,10.31,9.64,brazil
1198,1198,71.92,78.92,brazil
1851,1851,670.48,712.51,brazil
5136,5084,81.42,88.38,brazil
972,4859,9.71,9.6,brazil
3878,4041,14.16,14.28,brazil
4570,1414,7.12,7.06,brazil
1072,1517,12.81,13.11,brazil
4580,4997,12.49,13.39,brazil
5307,5295,13.07,12.62,brazil
2801,2801,98.64,88.93,brazil
5208,5015,74.76,69.7,brazil
4089,4012,11.88,10.86,brazil
4696,1414,7.79,7.85,brazil
3996,3898,10.82,10.62,brazil
1712,1712,59.51,57.89,brazil
800,3693,11.34,11.47,brazil
3588,3641,10.04,9.82,brazil
2442,1213,13.14,12.94,brazil
459,492,6.72,6.43,brazil
714,648,9.52,9.46,brazil
4176,4154,9.11,8.85,brazil
3168,3175,12.17,12.69,brazil
2669,2669,90.03,91.12,brazil
4198,3896,9.69,8.84,brazil
4549,4549,112.02,109.52,brazil
4095,4095,124.16,125.46,brazil
1606,2284,8.58,8.1,brazil
4862,4753,7.3,7.39,brazil
5126,5056,11.91,12.74,brazil
2044,4377,8.82,8.27,brazil
936,1073,8.14,7.45,brazil
4837,4393,8.49,8.49,brazil
1999,2114,12.72,12.92,brazil
4739,4421,5.71,5.56,brazil
4180,4243,12.27,12.54,brazil
2674,3792,11.84,12.03,brazil
5076,5076,102.38,103.36,brazil
169,169,9.35,9.84,brazil
4247,4247,967.72,893.93,brazil
4859,4780,132.05,142.85,brazil
3617,3617,1063.84,1064.92,brazil
5036,5036,828.8,788.92,brazil
4127,4011,98.41,91.37,brazil
2882,2833,122.12,130.34,brazil
5087,5112,1186.94,1214.15,brazil
2788,2973,122.75,120.97,brazil
4454,4477,91.95,100.53,brazil
4094,4244,82.17,86.94,brazil
4938,4997,887.15,903.94,brazil
4884,4629,91.95,99.23,brazil
674,702,82.07,77.94,brazil
4198,4086,96.44,94.64,brazil
2857,68,9.44,9.74,brazil
68,27,112.62,113.37,brazil
167,167,516.04,520.99,brazil
4629,4877,1147.78,1258.43,brazil
674,792,160.54,151.81,brazil
3591,3591,972.18,1036.86,brazil
1386,1370,117.18,124.96,brazil
4462,4624,8.17,8.15,brazil
4001,4181,139.64,144.54,brazil
3575,3583,891.15,913.65,brazil
5042,2857,75.98,77.43,brazil
3978,4181,87.88,95.41,brazil
2045,2381,6.67,6.61,brazil
239,966,9.34,9.72,brazil
4829,4804,88.11,86.05,brazil
2744,2744,108.98,115.62,brazil
3626,3645,106.99,110.9,brazil
3648,3641,11.03,11.62,brazil
4635,4505,8.39,8.5,brazil
4269,4196,109.07,111.17,brazil
3981,4041,8.35,7.97,brazil
4882,4926,117.5,111.84,brazil
3605,3654,36.58,38.88,brazil
5236,5236,1117.72,1083.38,brazil
470,470,939.99,859.36,brazil
1213,1213,88.42,94.26,brazil
4624,4665,118.58,112.39,brazil
3905,3910,78.48,79.8,brazil
3891,4110,60.5,59.0,brazil
4744,4918,1151.48,1077.66,brazil
3298,3206,9.24,10.1,brazil
3251,3251,788.06,781.22,brazil
5134,5216,10.98,11.38,brazil
2741,2741,75.23,81.06,brazil
5072,5072,1168.76,1065.65,brazil
3910,5181,9.42,9.74,brazil
732,674,105.31,112.92,brazil
134,130,109.67,106.31,brazil
4536,4453,11.54,10.86,brazil
4027,3910,67.49,66.81,brazil
1579,999,11.48,11.39,brazil
600,364,8.01,7.7,brazil
2833,3090,142.09,127.96,brazil
4635,4978,97.74,95.86,brazil
3732,3741,104.25,106.69,brazil
5330,5330,1018.51,1037.56,brazil
3610,4872,82.76,80.43,brazil
4965,4938,98.37,94.35,brazil
4033,4021,107.62,107.82,brazil
4710,4425,63.53,62.18,brazil
4822,1370,9.58,9.51,brazil
5057,5032,82.81,83.04,brazil
374,374,1204.07,1112.76,brazil
2954,2898,9.96,9.18,brazil
3568,3631,10.72,9.86,brazil
895,1002,95.57,103.78,brazil
5096,5126,119.96,111.8,brazil
2067,2067,97.25,98.2,brazil
4252,3861,11.28,11.68,brazil
2415,2426,75.21,79.23,brazil
845,3578,98.25,107.36,brazil
1072,1024,110.84,110.96,brazil
3198,2634,12.24,11.36,brazil
2784,2779,69.76,63.17,brazil
2159,1662,7.28,7.45,brazil
2982,2986,93.01,89.27,brazil
4931,4860,7.18,7.8,brazil
4877,4535,66.37,72.31,brazil
3653,3614,107.35,112.37,brazil
4639,4405,8.91,8.23,brazil
2831,2834,102.86,100.64,brazil
4884,4393,8.53,8.56,brazil
878,832,67.78,69.28,brazil
4871,4884,14.83,14.82,brazil
4831,4822,100.04,94.39,brazil
4115,4070,127.28,133.86,brazil
5137,3151,12.64,11.89,brazil
3331,3321,127.8,123.34,brazil
4703,4938,7.72,7.1,brazil
938,971,13.11,13.9,brazil
4401,4744,13.96,12.81,brazil
5153,5025,137.49,137.19,brazil
2954,5087,108.19,104.2,brazil
2348,464,9.12,8.34,brazil
4574,4923,77.53,83.9,brazil
4938,4701,10.93,10.71,brazil
71,3630,13.89,13.39,brazil
4600,4600,75.48,77.93,brazil
3342,3185,8.1,8.48,brazil
1292,3556,10.35,10.34,brazil
3616,3598,7.99,7.76,brazil
3617,3629,76.98,73.73,brazil
4701,4630,13.74,14.63,brazil
1612,870,9.53,9.54,brazil
4615,4462,11.1,11.76,brazil
1584,4877,73.59,71.87,brazil
4570,612,10.02,10.55,brazil
4859,4462,12.47,11.8,brazil
5087,4920,105.35,105.11,brazil
5238,5126,122.82,126.42,brazil
5087,4859,101.42,96.19,brazil
2838,2945,99.51,96.87,brazil
1531,1473,130.78,118.49,brazil
1693,3630,8.79,9.48,brazil
958,988,9.92,9.19,brazil
3263,3229,8.1,7.31,brazil
3874,4169,9.32,9.92,brazil
4487,4877,107.33,98.28,brazil
5088,5066,9.33,8.7,brazil
1539,4340,10.97,11.33,brazil
5240,5110,9.95,10.61,brazil
1943,1606,6.97,6.4,brazil
4424,4563,9.73,9.09,brazil
5142,5145,15.52,16.98,brazil
4467,4860,107.85,105.82,brazil
3948,5018,11.11,10.51,brazil
5026,3910,125.06,134.47,brazil
3630,1584,9.12,8.31,brazil
3826,4211,127.21,115.58,brazil
2150,4366,10.27,9.56,brazil
1798,1703,11.4,10.74,brazil
4477,4564,130.1,136.97,brazil
1177,1172,14.67,14.92,brazil
4191,4179,10.03,9.76,brazil
4460,4993,10.51,11.44,brazil
4198,4244,104.97,109.65,brazil
4938,4882,9.46,8.67,brazil
4938,4622,100.92,94.97,brazil
2931,2847,13.8,13.39,brazil
2989,3106,9.28,9.62,brazil
4274,3878,12.56,12.02,brazil
4872,4638,7.91,7.86,brazil
2607,2634,10.75,10.6,brazil
5137,5077,8.21,8.5,brazil
3997,4066,10.24,9.61,brazil
2973,4871,130.84,141.34,brazil
4931,4638,101.4,104.52,brazil
4979,4979,105.51,95.46,brazil
1989,1989,80.85,77.58,brazil
4127,3845,6.12,6.15,brazil
3100,3100,109.56,115.19,brazil
3150,2862,9.06,9.63,brazil
3762,3762,103.03,106.33,brazil
4199,3910,8.01,8.03,brazil
4770,4659,65.66,71.76,brazil
1759,2106,10.31,10.4,brazil
4638,4993,9.33,9.25,brazil
181,181,111.61,120.74,brazil
3737,3773,9.97,9.91,brazil
800,2211,11.56,11.32,brazil
4902,4902,12.14,11.82,brazil
3127,2954,103.87,97.1,brazil
972,4682,11.97,11.69,brazil
4215,3953,8.22,7.97,brazil
4419,4998,10.18,9.76,brazil
3899,3827,7.72,7.29,brazil
3572,3598,10.59,11.0,brazil
3952,4203,10.08,9.28,brazil
2362,1606,9.83,10.65,brazil
328,375,8.75,8.33,brazil
895,1055,124.48,122.93,brazil
4960,4810,9.82,10.34,brazil
86,86,73.28,71.99,brazil
3897,5234,8.97,8.67,brazil
289,343,8.64,9.26,brazil
4111,3971,9.2,10.09,brazil
1950,1606,10.31,9.32,brazil
4632,4660,8.61,9.06,brazil
2804,2804,1249.59,1228.55,brazil
1963,510,12.63,13.8,brazil
4267,4171,11.33,10.2,brazil
2364,4877,9.02,8.55,brazil
16,5,11.46,12.17,brazil
4458,1358,11.26,12.39,brazil
2123,2123,120.53,109.08,brazil
523,487,7.3,7.43,brazil
3166,3166,86.37,84.51,brazil
1684,1814,13.17,12.19,brazil
3598,3588,13.59,12.74,brazil
2674,3717,12.29,11.99,brazil
3666,3801,12.53,13.19,brazil
4239,4101,6.45,6.37,brazil
5238,4268,11.61,12.16,brazil
3630,1909,14.05,13.81,brazil
3741,659,10.71,10.61,brazil
4066,3974,11.66,12.33,brazil
2232,2197,9.3,9.09,brazil
811,819,6.57,7.14,brazil
2160,4961,10.66,9.86,brazil
3565,3610,10.69,10.48,brazil
4430,4444,71.2,66.83,brazil
4110,4074,5.43,5.82,brazil
1508,1508,9.49,9.4,brazil
1743,2288,10.74,11.55,brazil
543,543,11.56,10.53,brazil
4624,4744,9.18,9.3,brazil
4797,4895,13.45,12.43,brazil
870,1999,10.57,10.55,brazil
4196,3879,7.84,7.14,brazil
3897,4403,10.48,11.48,brazil
3395,3395,104.82,102.23,brazil
2647,2626,12.17,13.1,brazil
4442,4442,1172.36,1209.8,brazil
5017,5137,899.73,816.98,brazil
4014,4097,692.82,669.41,brazil
4127,3948,120.73,119.5,brazil
2406,2521,9.09,9.1,brazil
4460,4650,102.71,106.21,brazil
4624,4624,1113.49,1187.3,brazil
2417,2415,1101.13,1140.74,brazil
1634,4872,10.53,10.16,brazil
3630,4377,79.64,83.88,brazil
4884,4593,10.96,11.9,brazil
5304,5295,126.31,123.18,brazil
1606,4845,56.54,52.56,brazil
5109,5216,82.16,84.6,brazil
5035,5097,1145.96,1182.51,brazil
4003,4199,101.92,92.57,brazil
3575,3610,1087.61,1001.03,brazil
5087,5047,81.21,78.34,brazil
4467,4859,78.24,70.47,brazil
4792,4508,9.51,10.23,brazil
612,507,138.74,149.65,brazil
5047,2857,67.89,62.62,brazil
3290,3325,114.64,112.78,brazil
52,52,92.74,101.59,brazil
3598,3623,852.17,838.12,brazil
5291,5291,1375.73,1346.88,brazil
800,2882,89.75,88.48,brazil
4127,4196,880.19,824.73,brazil
2857,3743,90.23,96.03,brazil
3743,3785,115.4,116.79,brazil
3631,3631,798.44,844.91,brazil
4375,4375,1023.04,1094.86,brazil
5194,5238,10.67,9.95,brazil
5295,5331,65.0,61.07,brazil
4404,4443,978.41,944.64,brazil
3743,3739,97.66,92.61,brazil
3299,3199,5.4,5.69,brazil
4127,4071,121.03,125.3,brazil
4682,4804,89.7,93.62,brazil
1963,1744,10.71,10.67,brazil
5114,5208,9.15,9.87,brazil
4882,4845,108.1,110.79,brazil
4960,4938,80.55,75.76,brazil
3038,3140,91.11,87.0,brazil
1914,1914,1060.08,1096.16,brazil
877,818,75.63,82.93,brazil
2940,2904,90.82,82.77,brazil
3618,3630,96.59,91.38,brazil
972,1451,82.89,83.26,brazil
4901,4792,86.21,89.41,brazil
129,2403,136.59,127.62,brazil
2403,2403,1095.24,1140.74,brazil
331,612,101.91,107.21,brazil
4872,4398,8.34,8.36,brazil
1099,898,72.19,73.08,brazil
3575,2857,11.13,11.08,brazil
4127,3898,85.4,84.22,brazil
1379,1379,779.81,795.21,brazil
4637,2857,12.07,12.24,brazil
2204,1812,136.45,149.29,brazil
89,68,88.42,80.59,brazil
2838,3146,9.98,10.68,brazil
4041,4196,91.19,94.21,brazil
4914,4845,92.79,84.69,brazil
4571,4571,90.16,84.51,brazil
4501,4780,11.08,10.96,brazil
68,71,118.18,127.88,brazil
5036,5102,101.12,93.47,brazil
972,5424,147.32,155.28,brazil
4127,4149,104.81,113.82,brazil
2151,2151,134.31,145.76,brazil
3038,3125,116.01,110.05,brazil
4041,4164,10.12,10.62,brazil
705,782,13.87,13.11,brazil
767,674,102.54,106.42,brazil
1787,4877,127.41,120.48,brazil
656,741,112.52,109.68,brazil
4343,4351,104.69,112.69,brazil
4506,4817,110.77,120.25,brazil
4127,4157,108.06,97.87,brazil
5275,5175,93.59,102.07,brazil
3583,3611,120.76,112.69,brazil
1354,3630,104.01,102.21,brazil
4401,4938,10.39,10.1,brazil
5146,5091,10.84,11.77,brazil
4107,3995,103.49,97.91,brazil
3907,4051,109.09,114.73,brazil
5194,2857,92.2,91.07,brazil
769,769,1267.87,1315.83,brazil
4246,3948,114.94,117.81,brazil
878,3743,12.29,12.87,brazil
3630,822,9.64,9.19,brazil
4442,4659,139.44,141.86,brazil
494,3179,9.25,9.97,brazil
4169,3893,10.81,10.06,brazil
3638,3602,10.8,9.8,brazil
828,877,8.23,8.0,brazil
2898,4877,89.96,97.7,brazil
2539,2496,9.61,8.98,brazil
3944,4214,101.75,102.47,brazil
4156,4204,123.8,125.14,brazil
1577,1577,106.75,106.95,brazil
1999,1963,129.35,120.85,brazil
800,378,9.63,9.94,brazil
3861,3630,113.41,114.13,brazil
5048,2857,91.44,90.5,brazil
5387,5378,10.85,10.84,brazil
4199,3826,9.89,9.37,brazil
3931,4174,8.74,8.85,brazil
4464,4464,83.75,78.97,brazil
4100,4110,117.23,119.73,brazil
4736,4605,10.65,11.12,brazil
809,809,108.49,114.89,brazil
4103,3952,9.31,8.58,brazil
3583,3612,111.69,111.43,brazil
1931,4845,11.01,10.3,brazil
2418,2461,8.5,8.5,brazil
4198,3983,13.86,13.94,brazil
4812,4913,110.64,108.6,brazil
5469,5469,9.37,10.2,brazil
642,628,105.51,109.61,brazil
4467,2833,10.85,10.21,brazil
4751,4751,825.99,750.53,brazil
878,845,108.47,101.84,brazil
1296,1181,114.48,124.67,brazil
4990,4918,8.87,9.33,brazil
4467,4535,10.24,9.63,brazil
5230,3090,63.16,64.85,brazil
3905,3867,122.53,110.78,brazil
3342,3262,95.41,95.89,brazil
3017,3017,921.21,922.57,brazil
3611,3649,8.13,7.42,brazil
4843,4570,9.85,10.69,brazil
3600,870,6.33,6.25,brazil
2138,2138,1151.13,1062.09,brazil
4877,4901,10.32,10.87,brazil
3907,3939,11.24,12.21,brazil
5455,1144,8.48,8.33,brazil
4467,2379,10.83,10.85,brazil
800,5137,87.61,81.64,brazil
2069,1991,11.83,11.92,brazil
3148,3148,937.9,1021.98,brazil
5214,5216,10.52,9.79,brazil
3070,2833,12.19,11.55,brazil
4234,3996,10.55,10.42,brazil
4062,4062,119.79,110.34,brazil
3897,4205,11.71,11.99,brazil
3226,3292,14.44,14.26,brazil
877,510,130.93,134.31,brazil
945,895,8.4,8.49,brazil
1072,1451,9.46,8.77,brazil
3959,4277,9.31,9.85,brazil
1437,1533,6.45,5.97,brazil
3129,2857,96.54,88.89,brazil
3974,4196,9.07,8.65,brazil
2521,800,7.28,7.62,brazil
1358,178,12.77,11.89,brazil
3897,4203,9.21,9.84,brazil
16,164,11.72,10.74,brazil
4424,4564,10.04,10.32,brazil
2357,4877,84.21,83.13,brazil
3545,3545,1089.82,1061.84,brazil
1363,1397,7.86,7.93,brazil
4428,4591,7.2,7.02,brazil
612,1859,10.71,9.67,brazil
3018,5230,11.64,12.56,brazil
4040,4040,94.49,100.11,brazil
1870,4467,76.82,73.32,brazil
970,911,72.06,77.5,brazil
4467,4721,7.72,7.38,brazil
4193,4160,115.41,108.03,brazil
5181,5111,10.71,10.61,brazil
2286,1963,5.08,5.27,brazil
2521,130,82.32,77.95,brazil
2441,2406,10.63,11.08,brazil
4109,4273,115.91,115.95,brazil
5187,5028,6.05,5.85,brazil
3786,3741,10.18,10.08,brazil
3899,4570,9.93,9.7,brazil
5156,5106,11.57,12.68,brazil
3262,3185,107.66,105.94,brazil
4744,2954,8.82,9.57,brazil
3615,3625,8.76,8.44,brazil
4205,5025,12.43,13.43,brazil
2875,2902,10.54,11.03,brazil
4157,4240,9.05,9.42,brazil
1374,1382,74.07,70.46,brazil
325,207,10.18,9.32,brazil
630,782,6.61,6.29,brazil
3610,1713,8.74,8.31,brazil
2599,2674,10.54,9.65,brazil
803,3630,10.79,11.02,brazil
2736,2590,13.37,12.93,brazil
2902,3154,11.02,10.46,brazil
1414,4778,109.0,107.45,brazil
878,838,63.55,67.85,brazil
928,949,9.97,9.2,brazil
2106,2327,9.69,10.14,brazil
3904,4012,9.21,8.66,brazil
5141,5063,10.87,10.27,brazil
3320,3320,163.43,163.56,brazil
3198,3743,10.33,11.35,brazil
3342,3182,109.75,100.09,brazil
3090,5031,8.89,9.59,brazil
1876,1606,10.78,10.63,brazil
3726,3726,117.94,110.52,brazil
4634,4816,5.03,5.01,brazil
4817,4404,13.82,13.81,brazil
4114,4267,8.52,8.39,brazil
2861,3102,7.48,6.97,brazil
3022,5005,10.48,11.23,brazil
3600,3574,10.08,10.74,brazil
1694,1899,10.76,11.26,brazil
2885,3037,9.78,10.48,brazil
5256,2857,9.78,9.02,brazil
594,549,9.75,9.26,brazil
3882,4000,115.45,114.79,brazil
2829,2861,5.79,5.94,brazil
505,505,8.23,7.5,brazil
815,3596,7.74,8.21,brazil
4870,2043,12.39,12.95,brazil
4104,4078,14.41,14.85,brazil
3259,3208,8.52,9.1,brazil
360,331,11.86,12.01,brazil
2150,4357,55.56,53.87,brazil
4213,4094,585.51,534.83,brazil
5087,5097,1105.19,1005.91,brazil
3617,3567,144.59,149.13,brazil
5181,5256,907.79,932.69,brazil
1234,1234,10.49,9.89,brazil
2882,3093,92.76,95.07,brazil
878,4570,103.2,99.37,brazil
3910,3937,7.25,6.52,brazil
3556,1296,110.4,112.98,brazil
5059,5178,104.97,98.49,brazil
5102,5031,72.93,76.51,brazil
4241,4126,11.0,10.07,brazil
583,583,125.74,122.9,brazil
1612,1814,88.24,85.17,brazil
2988,3029,11.46,11.44,brazil
3648,3568,12.68,11.52,brazil
2857,4918,9.97,10.63,brazil
178,1744,102.76,94.31,brazil
