Country,codmun,hdi,hdi_estimated_2016,hdi_estimated_2017,entropy_2016,entropy_2017,popularity_2016,popularity_2017,activity_2016_h0-5,activity_2016_h6-11,activity_2016_h12-17,activity_2016_h18-23,activity_2017_h0-5,activity_2017_h6-11,activity_2017_h12-17,activity_2017_h18-23,bank,commercial,embassy,government,hospital,industrial,park,paved,pharmacy,police,primary,school,secondary,supermarket,tower,unpaved
brazil,1161,0.24,0.29,0.32,0.68,0.69,7.94,8.18,0.016666667,0.024333333,0.054333333,0.071333333,0.016666667,0.024666667000000003,0.053833333,0.0715,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,11.0,0.0,0.0,-1.0,136.0,0.0
brazil,1169,0.21,0.22,0.2,0.0,0.0,11.82,11.87,0.045833333,0.016833333,0.0525,0.051166667,0.046,0.016666667,0.053,0.051,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,3.0,0.0,0.0,4.0,0.0,0.0,-1.0,193.0,9.0
brazil,1170,0.45,0.57,0.63,0.28,0.27,14.8,16.02,0.018166667,0.0435,0.049833333,0.055,0.018166667,0.0435,0.049666667000000005,0.055333333,0.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,4.0,0.0,0.0,30.0,1.0,2.0,-1.0,364.0,12.0
brazil,1172,0.42,0.55,0.61,1.7,1.66,21.25,20.23,0.031,0.0265,0.048833333,0.060833332999999996,0.030333332999999997,0.026000000000000002,0.049333333,0.060666667,4.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,68.0,0.0,3.0,69.0,0.0,21.0,-1.0,1212.0,63.0
brazil,1179,0.35,0.39,0.35,1.36,1.37,17.48,18.55,0.031333333,0.019833333,0.051666667,0.063666667,0.031166667000000002,0.020333333000000002,0.051833332999999995,0.063666667,4.0,-1.0,0.0,0.0,14.0,-1.0,-1.0,12.0,1.0,0.0,20.0,15.0,13.0,-1.0,355.0,87.0
brazil,1180,0.28,0.37,0.4,0.67,0.7,10.34,10.71,0.0375,0.040833333,0.047,0.040666667000000004,0.037166667,0.0415,0.047333333,0.040666667000000004,1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,20.0,0.0,0.0,-1.0,339.0,4.0
brazil,1181,0.35,0.44,0.48,0.64,0.62,8.27,8.43,0.006999999999999999,0.017333333,0.057166667000000004,0.0855,0.006666666999999999,0.0175,0.057166667000000004,0.0855,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,9.0,0.0,3.0,-1.0,179.0,47.0
brazil,1183,0.31,0.36,0.4,0.34,0.35,11.1,11.04,0.020166667,0.015666667,0.069,0.0615,0.020666667,0.016,0.068833333,0.061,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,8.0,0.0,7.0,-1.0,120.0,7.0
brazil,1184,0.39,0.44,0.48,0.58,0.58,14.05,13.17,0.013666667,0.026666667,0.0535,0.072833333,0.013999999999999999,0.026833332999999997,0.053166667,0.0725,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
brazil,1186,0.42,0.46,0.51,0.33,0.33,20.26,20.66,0.0355,0.027666667000000002,0.049166667000000004,0.054666667,0.035666667,0.027166667000000002,0.049333333,0.054833333,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,16.0,0.0,0.0,12.0,0.0,10.0,-1.0,275.0,10.0
brazil,1189,0.51,0.4,0.36,0.84,0.83,12.48,11.46,0.006166667,0.010833333,0.10433333300000001,0.0455,0.0058333330000000004,0.010666667,0.10466666699999999,0.0455,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,26.0,1.0,0.0,-1.0,238.0,35.0
brazil,1194,0.32,0.32,0.35,0.0,0.0,12.4,12.56,0.006,0.052333332999999996,0.0545,0.053666667,0.005333333000000001,0.053,0.0545,0.053833333,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,14.0
brazil,1196,0.29,0.33,0.3,0.0,0.0,11.39,12.46,0.066833333,0.02,0.039833333,0.040166667,0.066333333,0.020166667,0.039333333,0.040666667000000004,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,6.0,-1.0,0.0,26.0
brazil,1204,0.39,0.46,0.41,0.22,0.22,12.14,10.97,0.028666667000000003,0.027833333,0.047333333,0.062666667,0.0285,0.0285,0.047,0.0625,2.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,2.0,1.0,2.0,16.0,5.0,23.0,-1.0,595.0,74.0
brazil,1210,0.68,0.66,0.6,3.35,3.38,9.96,10.31,0.006666666999999999,0.026000000000000002,0.034333333,0.09933333300000001,0.0065,0.026166667,0.034833333,0.09883333300000001,1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,55.0,6.0,1.0,50.0,1.0,48.0,-1.0,1229.0,67.0
brazil,1212,0.36,0.3,0.33,0.66,0.65,7.78,7.62,0.013000000000000001,0.013000000000000001,0.045833333,0.095166667,0.013000000000000001,0.013333333000000001,0.046166667,0.094333333,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,27.0,0.0,0.0,27.0,0.0,4.0,-1.0,402.0,62.0
brazil,1213,0.44,0.19,0.17,0.67,0.65,12.34,11.5,0.023833332999999998,0.043333332999999995,0.046333333,0.053,0.024,0.0435,0.046666667,0.052666667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,4.0,0.0,4.0,-1.0,100.0,25.0
brazil,1216,0.46,0.42,0.46,0.73,0.73,14.22,15.5,0.032333333,0.043166667,0.038,0.053333333,0.032,0.042833333,0.038166667,0.0535,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,4.0,1.0,0.0,-1.0,131.0,62.0
brazil,1217,0.27,0.13,0.14,0.0,0.0,9.83,9.51,0.032666667,0.010833333,0.054833333,0.0685,0.033333333,0.010666667,0.054333333,0.068333333,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,5.0,0.0,0.0,8.0,0.0,0.0,-1.0,49.0,30.0
brazil,1219,0.34,0.26,0.28,0.98,1.01,9.97,9.07,0.030666667,0.0305,0.044000000000000004,0.061833333,0.030666667,0.030666667,0.043666667,0.0615,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,3.0,0.0,0.0,14.0,0.0,3.0,-1.0,51.0,24.0
brazil,1226,0.32,0.32,0.35,0.34,0.34,9.14,9.45,0.016333333000000002,0.035666667,0.0415,0.073166667,0.016166667,0.036166667,0.041166667000000004,0.073,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,6.0,0.0,0.0,12.0,0.0,0.0,-1.0,169.0,12.0
brazil,1229,0.28,0.46,0.42,0.1,0.1,8.86,8.09,0.0565,0.019833333,0.037833333,0.052666667,0.056666667000000004,0.019166667,0.037666667,0.052833332999999996,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.0,76.0,1.0
brazil,1239,0.39,0.16,0.18,1.09,1.1,12.2,12.88,0.001166667,0.000666667,0.164166667,0.000666667,0.001166667,0.001,0.1635,0.001166667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,15.0,0.0,0.0,15.0,9.0,0.0,-1.0,495.0,36.0
brazil,1248,0.34,0.32,0.35,0.93,0.92,10.14,10.24,0.003166667,0.011333333000000001,0.061166667,0.091,0.0035,0.011333333000000001,0.060833332999999996,0.09116666699999999,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,5.0,0.0,0.0,11.0,2.0,1.0,-1.0,50.0,2.0
brazil,1250,0.67,0.53,0.58,1.31,1.32,15.12,14.44,0.034833333,0.006666666999999999,0.077,0.048,0.035,0.006166667,0.0775,0.048,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,16.0
brazil,1256,0.27,0.18,0.16,0.0,0.0,7.19,7.3,0.0275,0.024833333,0.054666667,0.059666667,0.0275,0.025333333,0.054000000000000006,0.059666667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,16.0,0.0,0.0,9.0,5.0,7.0,-1.0,9.0,130.0
brazil,1258,0.56,0.52,0.58,1.3,1.34,15.04,16.53,0.0055,0.009833333,0.146166667,0.005,0.006,0.009333333000000001,0.1455,0.0058333330000000004,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,3.0,0.0,0.0,12.0,0.0,2.0,-1.0,203.0,12.0
brazil,1262,0.28,0.31,0.28,0.06,0.06,13.4,13.65,0.014333333,0.045833333,0.0475,0.059166667,0.0145,0.045833333,0.0475,0.058833333,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,21.0,0.0,0.0,19.0,1.0,5.0,-1.0,795.0,6.0
brazil,1263,0.44,0.37,0.41,0.93,0.94,13.38,13.72,0.026000000000000002,0.032,0.053833333,0.054833333,0.026333332999999997,0.032166667,0.053833333,0.0545,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,1.0,7.0,4.0,15.0,-1.0,73.0,18.0
brazil,1264,0.45,0.37,0.33,0.79,0.79,10.21,11.12,0.0355,0.021666667,0.0495,0.059666667,0.0355,0.021833332999999996,0.049666667000000005,0.060166667,2.0,-1.0,0.0,0.0,2.0,-1.0,-1.0,0.0,1.0,0.0,21.0,0.0,1.0,-1.0,197.0,62.0
brazil,1265,0.22,0.26,0.24,0.36,0.36,6.46,6.16,0.023833332999999998,0.043666667,0.036000000000000004,0.06333333299999999,0.023333332999999998,0.043666667,0.036833332999999996,0.06333333299999999,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,3.0,0.0,0.0,3.0,0.0,3.0,-1.0,0.0,5.0
brazil,1266,0.31,0.42,0.38,0.0,0.0,2.56,2.43,0.016833333,0.0215,0.0555,0.0725,0.017166667,0.021666667,0.055666667,0.072333333,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,1.0
brazil,1268,0.57,0.39,0.43,0.27,0.27,6.2,6.55,0.037833333,0.026166667,0.050666667,0.051833332999999995,0.037666667,0.026166667,0.050833333,0.052000000000000005,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,24.0,0.0,1.0,19.0,0.0,4.0,-1.0,571.0,40.0
brazil,1270,0.49,0.31,0.34,1.15,1.11,12.69,11.77,0.031666667,0.029833332999999997,0.044333332999999996,0.061,0.032166667,0.029666667,0.043833332999999995,0.060833332999999996,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,4.0,0.0,0.0,33.0,0.0,2.0,-1.0,607.0,72.0
brazil,1276,0.43,0.34,0.37,0.96,0.98,8.45,9.03,0.001,0.001,0.00033333300000000006,0.1645,0.000833333,0.001,0.000666667,0.163833333,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,16.0
brazil,1277,0.31,0.28,0.25,0.0,0.0,4.32,4.45,0.000666667,0.001,0.001166667,0.1635,0.000666667,0.001,0.000833333,0.164333333,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,7.0,0.0,1.0,37.0,0.0,2.0,-1.0,227.0,11.0
brazil,1279,0.44,0.38,0.42,1.09,1.09,7.22,7.77,0.0255,0.0215,0.0485,0.070666667,0.025666667,0.021833332999999996,0.049333333,0.07,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,11.0,0.0,0.0,12.0,0.0,0.0,-1.0,111.0,19.0
brazil,1281,0.37,0.3,0.27,0.35,0.36,10.99,11.46,0.0045,0.052166667,0.0475,0.062166667,0.004666667,0.052333332999999996,0.047833333,0.062333333,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,4.0,1.0,1.0,-1.0,115.0,36.0
brazil,1282,0.3,0.33,0.29,1.05,1.06,13.53,13.28,0.021666667,0.025166667,0.057999999999999996,0.061666667,0.022000000000000002,0.025166667,0.057999999999999996,0.061333333,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,13.0,0.0,23.0,-1.0,0.0,11.0
brazil,1284,0.32,0.22,0.2,0.23,0.22,17.68,17.79,0.025,0.011833333,0.07,0.06,0.025,0.011666667,0.070333333,0.06,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,20.0,0.0,0.0,3.0,0.0,2.0,-1.0,243.0,73.0
brazil,1292,0.4,0.28,0.31,0.73,0.73,10.73,11.63,0.006666666999999999,0.013000000000000001,0.11633333300000001,0.030666667,0.0068333330000000005,0.013166667,0.11566666699999999,0.030833332999999997,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,7.0,0.0,0.0,15.0,0.0,2.0,-1.0,474.0,2.0
brazil,1293,0.63,0.58,0.53,1.49,1.48,13.93,14.19,0.001333333,0.0665,0.033166667000000004,0.065833333,0.0005,0.066166667,0.033666667000000004,0.066,0.0,-1.0,0.0,0.0,2.0,-1.0,-1.0,141.0,0.0,2.0,49.0,9.0,34.0,-1.0,674.0,57.0
brazil,1297,0.4,0.41,0.46,0.6,0.57,16.64,16.81,0.019166667,0.005666666999999999,0.059833332999999995,0.082166667,0.019333333,0.006,0.0595,0.082166667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,0.0,2.0,0.0,0.0,-1.0,151.0,4.0
brazil,1300,0.39,0.32,0.29,0.0,0.0,12.14,11.86,0.033,0.024333333,0.050666667,0.0585,0.032666667,0.0245,0.051166667,0.0585,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,16.0,0.0,0.0,-1.0,197.0,0.0
brazil,1306,0.29,0.41,0.45,0.14,0.14,14.97,15.39,0.053,0.003666667,0.028833333,0.081,0.052333332999999996,0.003833333,0.029166667,0.080666667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,43.0,14.0
brazil,1307,0.54,0.5,0.55,1.53,1.5,6.5,6.2,0.036833332999999996,0.023333332999999998,0.043,0.063666667,0.036833332999999996,0.023166667000000002,0.043666667,0.063166667,3.0,-1.0,0.0,0.0,4.0,-1.0,-1.0,16.0,1.0,3.0,37.0,12.0,32.0,-1.0,449.0,16.0
brazil,1308,0.36,0.16,0.17,0.31,0.29,9.9,10.07,0.010833333,0.011000000000000001,0.0915,0.053,0.011166667,0.010666667,0.092333333,0.052666667,0.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,3.0,0.0,0.0,3.0,0.0,3.0,-1.0,144.0,9.0
brazil,1309,0.24,0.31,0.34,0.56,0.53,8.61,8.85,0.014166666999999999,0.047166667,0.051333332999999995,0.054166667,0.014666667,0.047166667,0.051166667,0.054000000000000006,0.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,0.0,0.0,14.0,1.0,3.0,-1.0,698.0,172.0
brazil,1310,0.25,0.17,0.19,0.63,0.69,11.09,10.98,0.035166667,0.036833332999999996,0.035333333,0.059166667,0.035,0.0365,0.0355,0.0595,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,2.0,0.0,1.0,-1.0,25.0,5.0
brazil,1311,0.39,0.15,0.17,1.08,1.09,11.86,10.87,0.032666667,0.030333332999999997,0.052000000000000005,0.051666667,0.031833333,0.030666667,0.052166667,0.052166667,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,10.0,0.0,1.0,6.0,0.0,0.0,-1.0,411.0,39.0
brazil,1314,0.28,0.35,0.39,1.26,1.31,10.09,9.89,0.022833332999999997,0.030833332999999997,0.0535,0.059166667,0.022166667,0.031166667000000002,0.053333333,0.059833332999999995,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,11.0,0.0,0.0,6.0,0.0,4.0,-1.0,386.0,24.0
brazil,1323,0.21,0.36,0.32,0.23,0.23,7.87,7.97,0.059000000000000004,0.012166666999999999,0.033,0.062666667,0.0585,0.012,0.033166667000000004,0.063166667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,0.0,10.0,0.0,7.0,-1.0,0.0,16.0
brazil,1324,0.48,0.52,0.57,1.2,1.19,14.4,13.18,0.027999999999999997,0.028666667000000003,0.049333333,0.0605,0.027666667000000002,0.029333333,0.049666667000000005,0.059833332999999995,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,71.0,0.0,0.0,43.0,0.0,25.0,-1.0,855.0,77.0
brazil,1325,0.38,0.37,0.33,1.23,1.23,9.86,9.87,0.027833333,0.018833333,0.048666667000000004,0.0715,0.027666667000000002,0.019,0.0485,0.0715,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,5.0,0.0,0.0,-1.0,51.0,17.0
brazil,1327,0.3,0.35,0.32,0.44,0.45,6.65,6.58,0.048,0.0285,0.046833333,0.043166667,0.047666667,0.028833333,0.047333333,0.043,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,3.0,0.0,0.0,2.0,0.0,2.0,-1.0,373.0,63.0
brazil,1328,0.27,0.16,0.14,0.37,0.35,16.73,15.53,0.030833332999999997,0.026000000000000002,0.047,0.063,0.030333332999999997,0.025666667,0.047166667,0.06283333299999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
brazil,1330,0.27,0.5,0.45,1.0,1.02,5.21,5.7,0.002333333,0.063666667,0.059166667,0.041666667000000004,0.002333333,0.064,0.058666667,0.041333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
brazil,1333,0.22,0.28,0.25,1.07,1.07,12.18,12.62,0.035,0.031333333,0.043666667,0.056833333,0.035,0.031333333,0.0435,0.056833333,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,10.0,0.0,3.0,-1.0,0.0,2.0
brazil,1334,0.41,0.41,0.45,0.43,0.44,8.4,7.8,0.0195,0.042,0.053666667,0.051333332999999995,0.020166667,0.042,0.0535,0.051,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,9.0,0.0,0.0,6.0,0.0,2.0,-1.0,376.0,31.0
brazil,1337,0.35,0.42,0.47,1.28,1.28,11.87,10.93,0.013666667,0.050666667,0.040999999999999995,0.0615,0.0135,0.0505,0.041166667000000004,0.061333333,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,23.0,1.0,0.0,-1.0,315.0,14.0
brazil,1338,0.35,0.43,0.38,0.45,0.44,10.39,10.09,0.022333332999999997,0.020333333000000002,0.073333333,0.050666667,0.022166667,0.0205,0.073,0.050833333,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,2.0,0.0,0.0,3.0,0.0,0.0,-1.0,185.0,24.0
brazil,1339,0.53,0.52,0.58,0.33,0.35,16.86,18.13,0.0355,0.0215,0.049666667000000005,0.060166667,0.035333333,0.021166667000000004,0.049666667000000005,0.060166667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,24.0,0.0,1.0,23.0,0.0,10.0,-1.0,802.0,141.0
brazil,1341,0.54,0.69,0.76,1.35,1.3,23.26,23.51,0.021666667,0.030666667,0.0535,0.060833332999999996,0.0215,0.030666667,0.054000000000000006,0.0605,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,42.0,0.0,0.0,41.0,1.0,21.0,-1.0,156.0,32.0
brazil,1342,0.52,0.54,0.48,1.06,1.05,21.56,22.08,0.035,0.0205,0.051333332999999995,0.059833332999999995,0.035166667,0.020333333000000002,0.051333332999999995,0.060166667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,86.0,0.0,3.0,49.0,0.0,7.0,-1.0,625.0,78.0
brazil,1344,0.6,0.49,0.54,0.05,0.05,16.51,15.77,0.036333332999999995,0.030166667,0.037166667,0.063,0.036833332999999996,0.030166667,0.037000000000000005,0.0625,0.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,52.0,0.0,0.0,4.0,0.0,3.0,-1.0,59.0,466.0
brazil,1345,0.47,0.41,0.45,0.16,0.17,7.61,7.47,0.030166667,0.0015,0.060333332999999996,0.074833333,0.031,0.001,0.059833332999999995,0.075,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,7.0,0.0,0.0,3.0,0.0,3.0,-1.0,0.0,10.0
brazil,1346,0.6,0.48,0.53,0.48,0.51,8.54,8.57,0.027166667000000002,0.040833333,0.046666667,0.051666667,0.027333332999999998,0.040833333,0.046833333,0.051666667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,35.0,0.0,0.0,47.0,0.0,12.0,-1.0,387.0,128.0
brazil,1347,0.58,0.65,0.71,1.29,1.32,18.14,19.33,0.034166667000000005,0.022333332999999997,0.046666667,0.06383333299999999,0.0345,0.022833332999999997,0.046333333,0.063166667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,106.0,0.0,0.0,3.0,2.0,11.0,-1.0,8.0,403.0
brazil,1348,0.44,0.4,0.44,0.0,0.0,11.26,12.18,0.013000000000000001,0.038833333,0.038833333,0.076333333,0.0125,0.038666667,0.0385,0.076833333,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,96.0,0.0,0.0,14.0,0.0,24.0,-1.0,262.0,67.0
brazil,1350,0.63,0.55,0.61,1.17,1.17,11.71,11.81,0.018000000000000002,0.032666667,0.069,0.047,0.017833333,0.032666667,0.068833333,0.047166667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,19.0,0.0,2.0,11.0,0.0,2.0,-1.0,0.0,62.0
brazil,1352,0.6,0.47,0.52,0.53,0.53,6.22,6.44,0.042166667000000005,0.025833332999999997,0.036666667,0.0615,0.042,0.025833332999999997,0.0365,0.062166667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,21.0,0.0,0.0,31.0,0.0,23.0,-1.0,41.0,270.0
brazil,1354,0.53,0.68,0.75,1.8,1.76,22.39,24.44,0.041166667000000004,0.0245,0.045833333,0.055166667,0.040999999999999995,0.024166667000000003,0.046333333,0.055333333,2.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,26.0,0.0,2.0,55.0,2.0,5.0,-1.0,261.0,113.0
brazil,1355,0.61,0.49,0.53,0.67,0.71,17.84,18.6,0.057833333,0.033666667000000004,0.035833332999999995,0.039166667,0.057999999999999996,0.033666667000000004,0.035666667,0.039166667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,15.0,0.0,0.0,20.0,0.0,0.0,-1.0,0.0,214.0
brazil,1356,0.59,0.68,0.61,0.58,0.57,22.75,22.31,0.021666667,0.029666667,0.053166667,0.062166667,0.021833332999999996,0.029333333,0.053333333,0.062166667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,46.0,0.0,0.0,72.0,0.0,12.0,-1.0,655.0,33.0
brazil,1357,0.61,0.63,0.56,0.71,0.67,26.44,26.18,0.045333332999999996,0.018333333,0.040833333,0.0625,0.045333332999999996,0.0185,0.040666667000000004,0.062166667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,18.0,1.0,0.0,14.0,0.0,32.0,-1.0,284.0,233.0
brazil,1358,0.81,0.79,0.87,4.48,4.49,31.4,33.65,0.035166667,0.022166667,0.058166667000000005,0.050833333,0.035333333,0.0225,0.0575,0.051666667,7.0,-1.0,0.0,0.0,10.0,-1.0,-1.0,218.0,16.0,5.0,787.0,8.0,650.0,-1.0,1787.0,433.0
brazil,1360,0.67,0.53,0.48,0.18,0.16,16.94,17.34,0.04,0.016666667,0.064,0.046,0.04,0.0155,0.064166667,0.046666667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,64.0,0.0,0.0,47.0,1.0,0.0,-1.0,1001.0,27.0
brazil,1361,0.74,0.7,0.77,0.76,0.74,21.03,22.66,0.013833333,0.042666667,0.051666667,0.0585,0.013166667,0.043166667,0.052000000000000005,0.058166667000000005,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,63.0,0.0,1.0,47.0,0.0,0.0,-1.0,752.0,154.0
brazil,1363,0.34,0.55,0.6,0.67,0.67,12.49,13.1,0.031,0.0255,0.028666667000000003,0.081,0.031166667000000002,0.026000000000000002,0.028833333,0.080666667,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,8.0,0.0,0.0,11.0,0.0,7.0,-1.0,0.0,125.0
brazil,1365,0.62,0.49,0.45,0.26,0.24,24.46,22.54,0.036833332999999996,0.025833332999999997,0.046666667,0.057333333,0.036666667,0.026333332999999997,0.046166667,0.0575,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,24.0,0.0,0.0,47.0,0.0,12.0,-1.0,203.0,65.0
brazil,1366,0.61,0.53,0.58,0.82,0.81,12.64,12.12,0.017666667,0.0345,0.060333332999999996,0.054166667,0.017666667,0.034,0.060666667,0.054000000000000006,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,17.0,3.0,0.0,14.0,0.0,7.0,-1.0,29.0,100.0
brazil,1367,0.59,0.41,0.45,0.7,0.68,13.04,13.6,0.0415,0.023,0.044333332999999996,0.0575,0.042166667000000005,0.023333332999999998,0.044000000000000004,0.057333333,0.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,8.0,0.0,0.0,43.0,0.0,3.0,-1.0,120.0,173.0
brazil,1370,0.72,0.77,0.69,3.6,3.57,15.27,14.67,0.019666667,0.026166667,0.071666667,0.049,0.019833333,0.026333332999999997,0.071666667,0.048666667000000004,0.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,347.0,0.0,1.0,183.0,2.0,154.0,-1.0,1616.0,769.0
brazil,1371,0.57,0.56,0.61,0.12,0.13,16.99,16.6,0.028333333,0.014333333,0.041833333,0.082666667,0.027666667000000002,0.015,0.042,0.08199999999999999,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,24.0,0.0,1.0,22.0,0.0,6.0,-1.0,124.0,63.0
brazil,1373,0.66,0.62,0.68,1.12,1.16,24.7,25.74,0.010333333,0.05,0.051833332999999995,0.054333333,0.010666667,0.050166667000000005,0.051833332999999995,0.054166667,3.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,25.0,0.0,0.0,27.0,0.0,2.0,-1.0,213.0,34.0
brazil,1374,0.55,0.54,0.6,0.51,0.49,12.01,12.71,0.000833333,0.001,0.000833333,0.164166667,0.000666667,0.001,0.001333333,0.163833333,2.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,0.0,0.0,33.0,3.0,12.0,-1.0,86.0,26.0
brazil,1375,0.51,0.51,0.56,0.3,0.3,16.43,14.94,0.0365,0.027833333,0.045333332999999996,0.056666667000000004,0.036833332999999996,0.027833333,0.045166667,0.0565,0.0,-1.0,0.0,0.0,3.0,-1.0,-1.0,16.0,0.0,2.0,15.0,1.0,18.0,-1.0,209.0,166.0
brazil,1377,0.5,0.44,0.48,0.6,0.65,14.93,15.67,0.039666667,0.019666667,0.051,0.056166667,0.039166667,0.019666667,0.051166667,0.0565,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,18.0,0.0,0.0,53.0,0.0,17.0,-1.0,159.0,165.0
brazil,1378,0.41,0.4,0.36,0.1,0.1,6.86,7.24,0.019166667,0.073166667,0.042666667,0.031166667000000002,0.019166667,0.073166667,0.043166667,0.0315,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,35.0,0.0,0.0,32.0,0.0,11.0,-1.0,148.0,561.0
