codmun,latitude,longitude,county,country
2707,-7.466602996,-36.49267833,Microrregião do Cariri Oriental,brazil
2708,-6.733511958,-38.4177261,null,brazil
2709,-8.089014476,-36.78761973,Microrregião do Cariri Ocidental,brazil
2710,-6.947535143,-38.13256806,Microrregião de Sousa,brazil
2711,-7.259516782,-38.32749357,Microrregião de Itaporanga,brazil
2712,-6.8131458,-37.37967081,Microrregião de Patos,brazil
2713,-7.098594554,-38.49482247,null,brazil
2714,-7.702478194,-38.09595047,Microrregião da Serra do Teixeira,brazil
2715,-6.235839127,-37.3585723,Microrregião de Catolé do Rocha,brazil
2716,-7.154035903,-37.29900739,Microrregião de Patos,brazil
2717,-6.817555062,-36.82120998,Microrregião do Seridó Ocidental,brazil
2718,-7.421169337,-36.85245459,Microrregião do Cariri Ocidental,brazil
2719,-7.240328327,-35.34797089,Microrregião de Itabaiana,brazil
2720,-6.927289838,-37.08492597,Microrregião do Seridó Ocidental,brazil
2721,-7.241119699,-35.19961359,Microrregião de Sapé,brazil
2722,-7.087452537,-35.85164276,Microrregião de Esperança,brazil
2723,-8.158540913,-37.01571618,Microrregião do Cariri Ocidental,brazil
2724,-7.097929553,-36.83912114,Microrregião do Seridó Ocidental,brazil
2725,-7.414805038,-35.46789726,Microrregião de Itabaiana,brazil
2726,-7.730425544,-35.92284365,Microrregião de Umbuzeiro,brazil
2727,-6.730746395,-38.58429095,null,brazil
2728,-7.66635082,-38.57854573,Microrregião de Itaporanga,brazil
2729,-6.918283138,-36.90634961,Microrregião do Seridó Ocidental,brazil
2730,-7.065632022,-35.00188907,Microrregião de João Pessoa,brazil
2731,-7.091016212,-37.44527343,Microrregião de Patos,brazil
2732,-7.628217167,-38.33145885,Microrregião de Itaporanga,brazil
2733,-7.386914833,-37.96237144,Microrregião de Piancó,brazil
2734,-6.476605991,-38.48285652,null,brazil
2735,-7.234011686,-36.61173002,Microrregião do Cariri Oriental,brazil
2736,-7.055086325,-35.19747307,Microrregião de Sapé,brazil
2737,-6.907654043,-36.44696352,Microrregião do Seridó Oriental,brazil
2738,-7.542811587,-36.70693735,Microrregião do Cariri Ocidental,brazil
2739,-6.705481134,-35.45211563,Microrregião de Guarabira,brazil
2740,-7.218327705,-38.37693387,Microrregião de Itaporanga,brazil
2741,-7.171438731,-35.66317297,Microrregião de Itabaiana,brazil
2742,-6.847766748,-35.64697117,Microrregião do Brejo Paraibano,brazil
2743,-6.742100911,-35.42210465,Microrregião de Guarabira,brazil
2744,-7.180741486,-35.25631986,Microrregião de Sapé,brazil
2745,-6.738552104,-35.72498564,Microrregião do Curimataú Oriental,brazil
2746,-7.10218849,-36.37023661,Microrregião do Curimataú Ocidental,brazil
2747,-6.726611718,-36.21008104,Microrregião do Curimataú Ocidental,brazil
2748,-6.747163252,-38.21637421,Microrregião de Sousa,brazil
2749,-7.677612699,-36.90011547,Microrregião do Cariri Ocidental,brazil
2750,-6.538134047,-35.51798327,Microrregião do Curimataú Oriental,brazil
2751,-7.218001088,-36.8307869,Microrregião do Cariri Ocidental,brazil
2752,-7.60086437,-37.8908849,Microrregião da Serra do Teixeira,brazil
2753,-7.253902664,-37.24502859,Microrregião da Serra do Teixeira,brazil
2754,-6.96110542,-36.62419522,Microrregião do Seridó Oriental,brazil
2755,-6.60689333,-38.57252741,null,brazil
2756,-6.508705045,-38.39220206,null,brazil
2757,-7.679317589,-35.73750363,Microrregião de Umbuzeiro,brazil
2758,-9.308321912,-42.92067529,Microrregião de São Raimundo Nonato,brazil
2759,-6.559923503,-38.26752559,Microrregião de Sousa,brazil
2760,-8.076790485,-37.09621757,Microrregião do Cariri Ocidental,brazil
2761,-23.19143699,-51.9179703,Microrregião Astorga,brazil
2762,-23.30723513,-50.30927323,Microrregião de Cornélio Procópio,brazil
2763,-24.78342485,-48.82106039,Microrregião de Cerro Azul,brazil
2764,-26.02785967,-49.31129096,Microrregião de Rio Negro,brazil
2765,-25.29636737,-49.3235444,Microrregião de Curitiba,brazil
2766,-23.9025565,-53.94906741,Microrregião Umuarama,brazil
2767,-24.8136944,-52.69152156,Microrregião de Goioerê,brazil
2768,-23.07639975,-52.32339545,Microrregião Paranavaí,brazil
2769,-24.09845076,-53.40194407,Microrregião de Goioerê,brazil
2770,-22.81059203,-51.2549308,Microrregião Porecatú,brazil
2771,-23.12865082,-52.83463095,Microrregião Paranavaí,brazil
2772,-25.91651368,-53.4832587,Microrregião de Capanema,brazil
2773,-24.64388693,-53.1438565,Microrregião Cascavel,brazil
2774,-22.96782056,-50.27153514,Microrregião de Cornélio Procópio,brazil
2775,-23.04154186,-50.27103875,Microrregião de Cornélio Procópio,brazil
2776,-25.29870859,-48.72424217,Microrregião de Paranaguá,brazil
2777,-25.95991173,-50.1285834,Microrregião de São Mateus do Sul,brazil
2778,-23.57228264,-51.44611686,Microrregião Apucarana,brazil
2779,-25.5814266,-49.52064315,Microrregião de Curitiba,brazil
2780,-23.44108654,-51.42795873,Microrregião Apucarana,brazil
2781,-24.09273994,-49.97593415,Microrregião Jaguaraíva,brazil
2782,-24.34379604,-51.81593631,Microrregião Ivaiporã,brazil
2783,-23.95494893,-52.57644974,Microrregião Campo Mourão,brazil
2784,-25.61771104,-49.41512549,Microrregião de Curitiba,brazil
2785,-24.37728694,-51.54082899,Microrregião Ivaiporã,brazil
2786,-23.40537866,-50.87566925,Microrregião de Assaí,brazil
2787,-24.42432837,-53.58540139,Microrregião Toledo,brazil
2788,-23.2499759,-51.69971264,Microrregião Astorga,brazil
2789,-23.12859255,-52.06470241,Microrregião Astorga,brazil
2790,-25.73505523,-49.84494904,Microrregião de Lapa,brazil
2791,-23.16076623,-50.34685609,Microrregião de Cornélio Procópio,brazil
2792,-24.08232849,-52.04633963,Microrregião Campo Mourão,brazil
2793,-23.10569598,-50.1589821,Microrregião Jacarezinho,brazil
2794,-26.24635818,-53.52482384,Microrregião de Francisco Beltrão,brazil
2795,-25.88101701,-53.63436625,Microrregião de Capanema,brazil
2796,-23.00526373,-51.23567774,Microrregião Porecatú,brazil
2797,-26.17054169,-51.52518135,Microrregião de União da Vitória,brazil
2798,-25.63991965,-53.22575206,Microrregião de Francisco Beltrão,brazil
2799,-24.25764551,-52.75090393,Microrregião de Goioerê,brazil
2800,-24.8572832,-51.56886993,Microrregião de Pitanga,brazil
2801,-25.43488912,-53.42222646,Microrregião Cascavel,brazil
2802,-25.11603602,-48.93624435,Microrregião de Curitiba,brazil
2803,-26.16212483,-53.55160943,Microrregião de Francisco Beltrão,brazil
2804,-26.08622342,-52.83882758,Microrregião de Pato Branco,brazil
2805,-23.71320615,-51.82426305,Microrregião Floraí,brazil
2806,-23.9390786,-51.59196499,Microrregião Faxinal,brazil
2807,-24.80161524,-53.09050685,Microrregião Cascavel,brazil
2808,-24.16586875,-53.54150971,Microrregião Umuarama,brazil
2809,-24.6453756,-51.25340783,Microrregião Ivaiporã,brazil
2810,-25.24617478,-53.76180894,Microrregião Foz do Iguaçu,brazil
2811,-24.87529773,-49.27955753,Microrregião de Cerro Azul,brazil
2812,-22.81331784,-51.71133854,Microrregião Astorga,brazil
2813,-24.69231755,-53.36386729,Microrregião Cascavel,brazil
2814,-23.9391295,-53.56138011,Microrregião Umuarama,brazil
2815,-23.6688712,-51.33392606,Microrregião Apucarana,brazil
2816,-23.17970869,-51.28430387,Microrregião Londrina,brazil
2817,-22.99707656,-50.08260245,Microrregião Jacarezinho,brazil
2818,-23.62973511,-51.56769929,Microrregião Apucarana,brazil
2819,-24.61489866,-52.78726323,Microrregião de Goioerê,brazil
2820,-25.13075005,-51.78171074,Microrregião de Guarapuava,brazil
2821,-25.18648032,-48.84424278,Microrregião de Paranaguá,brazil
2822,-24.93150828,-53.01394091,Microrregião Cascavel,brazil
2823,-25.97770038,-49.65640437,Microrregião de Rio Negro,brazil
2824,-25.28966099,-49.46270425,Microrregião de Curitiba,brazil
2825,-24.10316601,-52.37950724,Microrregião Campo Mourão,brazil
2826,-25.29096667,-49.61853341,Microrregião de Curitiba,brazil
2827,-25.52434594,-52.02082997,Microrregião de Guarapuava,brazil
2828,-25.28721612,-52.13157308,Microrregião de Guarapuava,brazil
2829,-25.61061229,-53.76069421,Microrregião de Capanema,brazil
2830,-25.47027874,-53.59291551,Microrregião Cascavel,brazil
2831,-24.89362689,-50.15160033,Microrregião de Ponta Grossa,brazil
2832,-23.45978038,-49.71219308,Microrregião Wenceslau Braz,brazil
2833,-25.0291921,-53.37984983,Microrregião Cascavel,brazil
2834,-24.79955503,-49.84171753,Microrregião de Ponta Grossa,brazil
2835,-25.2417807,-53.15597806,Microrregião Cascavel,brazil
2836,-22.80528955,-51.56067426,Microrregião Astorga,brazil
2837,-25.81179863,-52.45100436,Microrregião de Pato Branco,brazil
2838,-23.72737627,-52.62691621,Microrregião Cianorte,brazil
2839,-23.3828184,-52.9584984,Microrregião Cianorte,brazil
2840,-26.34463512,-52.35793675,Microrregião de Palmas,brazil
2841,-25.30628934,-49.1880506,Microrregião de Curitiba,brazil
2842,-22.83661976,-51.97183968,Microrregião Astorga,brazil
2843,-23.60546629,-50.50379551,Microrregião de Cornélio Procópio,brazil
2844,-23.5973018,-50.12964331,Microrregião Ibatí,brazil
2845,-25.71917922,-49.52593361,Microrregião de Curitiba,brazil
2846,-24.74272053,-53.23699425,Microrregião Cascavel,brazil
2847,-23.22588913,-50.62288962,Microrregião de Cornélio Procópio,brazil
2848,-26.18170378,-51.92159552,Microrregião de Palmas,brazil
2849,-25.99240541,-52.56402226,Microrregião de Pato Branco,brazil
2850,-24.12400421,-52.14207338,Microrregião Campo Mourão,brazil
2851,-25.92206454,-51.23157291,Microrregião de União da Vitória,brazil
2852,-25.59551386,-53.12945707,Microrregião de Francisco Beltrão,brazil
2853,-23.75884692,-53.08361371,Microrregião Umuarama,brazil
2854,-22.98815292,-52.16217966,Microrregião Paranavaí,brazil
2855,-24.01968243,-51.47507773,Microrregião Faxinal,brazil
2856,-24.01302316,-50.46540906,Microrregião Ibatí,brazil
2857,-25.47806342,-49.28813117,Microrregião de Curitiba,brazil
2858,-24.95439468,-54.10003253,Microrregião Foz do Iguaçu,brazil
2859,-22.63510018,-52.8925415,Microrregião Paranavaí,brazil
2860,-24.99535698,-52.70329432,Microrregião Cascavel,brazil
2861,-25.75001129,-53.07528488,Microrregião de Francisco Beltrão,brazil
2862,-23.34770928,-53.28992613,Microrregião Umuarama,brazil
2863,-23.56112412,-52.21484189,Microrregião Floraí,brazil
2864,-24.62540288,-49.39194076,Microrregião de Cerro Azul,brazil
2865,-25.90637227,-53.15347532,Microrregião de Francisco Beltrão,brazil
2866,-23.75952393,-52.26953306,Microrregião Campo Mourão,brazil
2867,-24.71157183,-54.22712242,Microrregião Toledo,brazil
2868,-23.71427653,-53.79846975,Microrregião Umuarama,brazil
2869,-25.35255852,-52.78701203,Microrregião de Guarapuava,brazil
2870,-23.90159233,-52.02975163,Microrregião Campo Mourão,brazil
2871,-24.12355068,-52.62862645,Microrregião Campo Mourão,brazil
2872,-24.00328313,-51.28456251,Microrregião Faxinal,brazil
2873,-25.67628635,-49.29723846,Microrregião de Curitiba,brazil
2874,-25.51663002,-50.51010431,Microrregião de Prudentópolis,brazil
2875,-23.87647894,-50.43026083,Microrregião Ibatí,brazil
2876,-23.1058598,-51.95618677,Microrregião Astorga,brazil
2877,-26.23746744,-53.29256641,Microrregião de Francisco Beltrão,brazil
2878,-23.3327017,-52.34807779,Microrregião Floraí,brazil
2879,-22.89320423,-51.40259655,Microrregião Porecatú,brazil
2880,-23.60708054,-52.08964063,Microrregião Floraí,brazil
2881,-24.29294358,-53.33176199,Microrregião Toledo,brazil
2882,-25.47087876,-54.4823423,Microrregião Foz do Iguaçu,brazil
2883,-25.69940251,-52.09109722,Microrregião de Guarapuava,brazil
2884,-24.09466991,-53.87232138,Microrregião Umuarama,brazil
2885,-26.04767561,-53.13283727,Microrregião de Francisco Beltrão,brazil
2886,-26.47261817,-51.39249993,Microrregião de União da Vitória,brazil
2887,-24.16059089,-51.90795532,Microrregião Ivaiporã,brazil
2888,-24.17290017,-53.05215935,Microrregião de Goioerê,brazil
2889,-25.13008716,-51.9944326,Microrregião de Guarapuava,brazil
2890,-24.18943111,-51.44787495,Microrregião Ivaiporã,brazil
2891,-24.19141409,-54.22759562,Microrregião Toledo,brazil
2892,-22.9229307,-52.7399242,Microrregião Paranavaí,brazil
2893,-25.17361818,-50.84104034,Microrregião de Prudentópolis,brazil
2894,-23.46830028,-50.07635596,Microrregião Jacarezinho,brazil
2895,-23.32495482,-52.82633813,Microrregião Cianorte,brazil
2896,-22.9566989,-51.67866555,Microrregião Astorga,brazil
2897,-25.05449445,-52.8650017,Microrregião Cascavel,brazil
2898,-25.3776439,-51.49425333,Microrregião de Guarapuava,brazil
2899,-25.21774953,-48.37128503,Microrregião de Paranaguá,brazil
2900,-25.81617827,-48.77356038,Microrregião de Paranaguá,brazil
2901,-26.16283738,-52.37252924,Microrregião de Palmas,brazil
2902,-23.77820266,-50.28738497,Microrregião Ibatí,brazil
2903,-25.15216698,-53.02407716,Microrregião Cascavel,brazil
2904,-23.23646294,-51.03811653,Microrregião Londrina,brazil
2905,-23.37358819,-53.58584118,Microrregião Umuarama,brazil
2906,-23.22688816,-51.84684315,Microrregião Astorga,brazil
2907,-24.68793147,-53.08659877,Microrregião Cascavel,brazil
2908,-24.43850708,-50.74214861,Microrregião Telêmaco Borba,brazil
2909,-25.22590544,-50.65551141,Microrregião de Prudentópolis,brazil
2910,-25.63417816,-51.19754888,Microrregião de Guarapuava,brazil
2911,-22.71890921,-52.22537949,Microrregião Paranavaí,brazil
2912,-23.48649207,-52.67300228,Microrregião Cianorte,brazil
2913,-24.98833835,-50.58543238,Microrregião de Prudentópolis,brazil
2914,-24.03344964,-53.68287471,Microrregião de Goioerê,brazil
2915,-24.06861564,-53.79277932,Microrregião Umuarama,brazil
2916,-24.4382682,-53.35171316,Microrregião Toledo,brazil
2917,-25.48852127,-50.82553926,Microrregião de Irati,brazil
2918,-24.35231657,-52.1107611,Microrregião Campo Mourão,brazil
2919,-22.72894197,-52.89859228,Microrregião Paranavaí,brazil
2920,-22.6570888,-51.96852625,Microrregião Astorga,brazil
2921,-25.15489873,-54.35778275,Microrregião Foz do Iguaçu,brazil
2922,-23.70661003,-52.00801047,Microrregião Floraí,brazil
2923,-22.98272047,-50.41394455,Microrregião de Cornélio Procópio,brazil
2924,-25.98636407,-52.82407657,Microrregião de Pato Branco,brazil
2925,-25.12657415,-49.48966025,Microrregião de Curitiba,brazil
2926,-24.9871659,-50.85993812,Microrregião de Prudentópolis,brazil
2927,-24.28226001,-51.62823669,Microrregião Ivaiporã,brazil
2928,-23.37740675,-53.03816279,Microrregião Umuarama,brazil
2929,-23.43671282,-53.40069302,Microrregião Umuarama,brazil
2930,-23.71812577,-50.07946194,Microrregião Ibatí,brazil
2931,-23.15066674,-49.94728206,Microrregião Jacarezinho,brazil
2932,-23.06524444,-51.55652733,Microrregião Astorga,brazil
2933,-24.33127909,-49.69724032,Microrregião Jaguaraíva,brazil
2934,-23.62804702,-51.68460751,Microrregião Apucarana,brazil
2935,-24.12833422,-52.81115365,Microrregião de Goioerê,brazil
2936,-23.73385615,-50.16281148,Microrregião Ibatí,brazil
2937,-23.43867565,-52.54136591,Microrregião Cianorte,brazil
2938,-24.20812126,-51.77283445,Microrregião Ivaiporã,brazil
2939,-22.57382975,-52.07955044,Microrregião Paranavaí,brazil
2940,-23.25137265,-50.9240637,Microrregião de Assaí,brazil
2941,-24.41382708,-53.41058281,Microrregião Toledo,brazil
2942,-23.45654189,-49.91022145,Microrregião Wenceslau Braz,brazil
2943,-23.4733773,-50.23194721,Microrregião Jacarezinho,brazil
2944,-24.39881963,-52.83599388,Microrregião de Goioerê,brazil
2945,-23.6369617,-52.44780004,Microrregião Cianorte,brazil
2946,-23.85717768,-51.68961383,Microrregião Faxinal,brazil
2947,-24.90212533,-52.49002482,Microrregião de Pitanga,brazil
2948,-25.34565193,-52.38176824,Microrregião de Guarapuava,brazil
2949,-23.02671248,-50.71156923,Microrregião de Cornélio Procópio,brazil
2950,-24.09191125,-51.63946822,Microrregião Ivaiporã,brazil
2951,-25.2613248,-53.55792403,Microrregião Cascavel,brazil
2952,-22.9491255,-53.07115794,Microrregião Paranavaí,brazil
2953,-22.98179765,-51.98709369,Microrregião Astorga,brazil
2954,-23.51455306,-51.11042722,Microrregião Londrina,brazil
2955,-24.34891386,-52.33101173,Microrregião Campo Mourão,brazil
2956,-24.08050229,-51.77130901,Microrregião Ivaiporã,brazil
2957,-22.72823361,-51.66465082,Microrregião Astorga,brazil
2958,-25.88692525,-50.85619527,Microrregião de Irati,brazil
2959,-24.35975276,-52.58686707,Microrregião Campo Mourão,brazil
2960,-23.27859233,-52.05568178,Microrregião Astorga,brazil
2961,-23.4824025,-51.70689492,Microrregião Maringá,brazil
2962,-25.84241849,-49.32223173,Microrregião de Curitiba,brazil
2963,-26.09465835,-53.34517115,Microrregião de Francisco Beltrão,brazil
2964,-26.03667623,-52.20739375,Microrregião de Palmas,brazil
2965,-24.48934933,-51.64051595,Microrregião Ivaiporã,brazil
2966,-24.57220308,-54.13872628,Microrregião Toledo,brazil
2967,-23.58236152,-53.22152278,Microrregião Umuarama,brazil
2968,-26.3361112,-52.58062743,Microrregião de Pato Branco,brazil
2969,-23.53031269,-51.86776774,Microrregião Maringá,brazil
2970,-23.77324887,-51.28370819,Microrregião Apucarana,brazil
2971,-22.73294533,-53.06445153,Microrregião Paranavaí,brazil
2972,-24.05396333,-53.21064069,Microrregião Umuarama,brazil
2973,-23.40101949,-51.96764217,Microrregião Maringá,brazil
2974,-24.44483009,-53.79166119,Microrregião Toledo,brazil
2975,-26.24638064,-53.09315902,Microrregião de Francisco Beltrão,brazil
2976,-25.10070654,-52.25305114,Microrregião de Guarapuava,brazil
2977,-23.75418623,-51.65932627,Microrregião Faxinal,brazil
2978,-25.35095053,-53.90591911,Microrregião Foz do Iguaçu,brazil
2979,-25.76212451,-48.55562673,Microrregião de Paranaguá,brazil
2980,-24.70173497,-52.2122885,Microrregião de Pitanga,brazil
2981,-23.91065733,-51.18021448,Microrregião Apucarana,brazil
2982,-25.26329677,-54.09181304,Microrregião Foz do Iguaçu,brazil
2983,-24.43398826,-54.18575599,Microrregião Toledo,brazil
2984,-23.20267314,-52.74623434,Microrregião Paranavaí,brazil
2985,-22.97341694,-51.48520391,Microrregião Porecatú,brazil
2986,-25.0948929,-54.24105283,Microrregião Foz do Iguaçu,brazil
2987,-24.02466131,-53.00552537,Microrregião de Goioerê,brazil
2988,-25.51835954,-48.85617163,Microrregião de Paranaguá,brazil
2989,-23.13016819,-51.73467866,Microrregião Astorga,brazil
2990,-22.9142393,-51.79792065,Microrregião Astorga,brazil
2991,-23.16963256,-52.61080841,Microrregião Paranavaí,brazil
2992,-23.34532819,-50.70658906,Microrregião de Cornélio Procópio,brazil
2993,-24.50267238,-53.27681011,Microrregião Cascavel,brazil
2994,-24.66028247,-52.56039501,Microrregião de Goioerê,brazil
2995,-25.89836917,-53.25725395,Microrregião de Francisco Beltrão,brazil
2996,-23.19126039,-52.25101121,Microrregião Astorga,brazil
2997,-23.41852673,-50.53876569,Microrregião de Cornélio Procópio,brazil
2998,-25.21370012,-52.56944707,Microrregião de Guarapuava,brazil
2999,-22.78695887,-52.95482808,Microrregião Paranavaí,brazil
3000,-23.42640187,-53.07212641,Microrregião Umuarama,brazil
3001,-25.59106807,-53.37852384,Microrregião de Francisco Beltrão,brazil
3002,-23.59357914,-50.74211731,Microrregião de Assaí,brazil
3003,-24.44053735,-53.95814889,Microrregião Toledo,brazil
3004,-24.46024729,-51.94434503,Microrregião Ivaiporã,brazil
3005,-23.78039703,-51.53259473,Microrregião Apucarana,brazil
3006,-24.13499996,-50.946725,Microrregião Telêmaco Borba,brazil
3007,-23.46008786,-52.2317137,Microrregião Floraí,brazil
3008,-24.79397867,-53.90960689,Microrregião Toledo,brazil
3009,-25.84963751,-53.75960327,Microrregião de Capanema,brazil
3010,-23.83126161,-53.70711839,Microrregião Umuarama,brazil
3011,-23.46496538,-52.1222725,Microrregião Maringá,brazil
3012,-26.45179234,-51.81402247,Microrregião de Palmas,brazil
3013,-25.44307635,-50.05617147,Microrregião de Ponta Grossa,brazil
3014,-24.87586654,-52.26555367,Microrregião de Pitanga,brazil
3015,-24.27461373,-53.82403037,Microrregião Toledo,brazil
3016,-23.26824199,-52.63477685,Microrregião Paranavaí,brazil
3017,-22.84717287,-52.14436901,Microrregião Paranavaí,brazil
3018,-25.54428003,-48.54649815,Microrregião de Paranaguá,brazil
3019,-22.66077742,-52.10283643,Microrregião Paranavaí,brazil
3020,-22.92135598,-52.51054921,Microrregião Paranavaí,brazil
3021,-24.63400054,-54.2526299,Microrregião Toledo,brazil
3022,-26.16893283,-52.66316828,Microrregião de Pato Branco,brazil
3023,-26.17724381,-50.86102787,Microrregião de União da Vitória,brazil
3024,-26.06045952,-50.74876038,Microrregião de São Mateus do Sul,brazil
3025,-23.93112104,-52.32701416,Microrregião Campo Mourão,brazil
3026,-23.92356569,-53.36458869,Microrregião Umuarama,brazil
3027,-26.09070473,-49.4532168,Microrregião de Rio Negro,brazil
3028,-25.7857095,-51.63235947,Microrregião de Guarapuava,brazil
3029,-25.41990862,-49.15549211,Microrregião de Curitiba,brazil
3030,-26.01609127,-53.47852528,Microrregião de Francisco Beltrão,brazil
3031,-23.90353162,-50.06119923,Microrregião Ibatí,brazil
3032,-24.47012238,-49.93737104,Microrregião Jaguaraíva,brazil
3033,-25.47248933,-49.05232363,Microrregião de Curitiba,brazil
3034,-24.69106766,-51.78058531,Microrregião de Pitanga,brazil
3035,-23.20946538,-51.57247351,Microrregião Astorga,brazil
3036,-23.09130683,-52.93422473,Microrregião Paranavaí,brazil
3037,-25.73709788,-53.70790901,Microrregião de Capanema,brazil
3038,-25.14130006,-50.08152745,Microrregião de Ponta Grossa,brazil
3039,-25.64446608,-48.48615791,Microrregião de Paranaguá,brazil
3040,-22.74275413,-51.40986697,Microrregião Porecatú,brazil
3041,-25.52969119,-49.8955015,Microrregião de Lapa,brazil
3042,-25.58402536,-52.38215386,Microrregião de Guarapuava,brazil
3043,-22.83342242,-53.31360287,Microrregião Paranavaí,brazil
3044,-26.22770898,-51.22255658,Microrregião de União da Vitória,brazil
3045,-23.02577573,-51.40058149,Microrregião Porecatú,brazil
3046,-25.96562861,-53.72072804,Microrregião de Capanema,brazil
3047,-23.26367246,-52.14920215,Microrregião Astorga,brazil
3048,-22.86190126,-51.0741761,Microrregião Porecatú,brazil
3049,-25.12558104,-51.1061666,Microrregião de Prudentópolis,brazil
3050,-24.30308545,-53.15575937,Microrregião de Goioerê,brazil
3051,-23.56206611,-49.93162375,Microrregião Wenceslau Braz,brazil
3052,-25.36856572,-48.99413392,Microrregião de Curitiba,brazil
3053,-24.57188977,-53.97660371,Microrregião Toledo,brazil
3054,-25.45737605,-52.9548597,Microrregião de Guarapuava,brazil
3055,-23.04212803,-53.52103239,Microrregião Paranavaí,brazil
3056,-23.82959843,-52.14035373,Microrregião Campo Mourão,brazil
3057,-25.91024098,-49.48135223,Microrregião de Rio Negro,brazil
3058,-25.09441717,-54.07609841,Microrregião Foz do Iguaçu,brazil
3059,-24.29057575,-52.96108817,Microrregião de Goioerê,brazil
3060,-23.08009956,-50.91937172,Microrregião de Assaí,brazil
3061,-25.67473632,-53.54357284,Microrregião de Capanema,brazil
3062,-25.65834411,-50.62073663,Microrregião de Irati,brazil
3063,-26.22526582,-52.951085,Microrregião de Francisco Beltrão,brazil
3064,-25.86766906,-51.96390439,Microrregião de Guarapuava,brazil
3065,-24.59539997,-50.95656945,Microrregião Telêmaco Borba,brazil
3066,-23.26267605,-49.76298445,Microrregião Jacarezinho,brazil
3067,-23.44804921,-50.3743806,Microrregião de Cornélio Procópio,brazil
3068,-25.72180912,-50.7980952,Microrregião de Irati,brazil
3069,-23.79735455,-51.43348569,Microrregião Faxinal,brazil
3070,-25.53729469,-52.61356495,Microrregião de Guarapuava,brazil
3071,-24.34588656,-51.33417273,Microrregião Ivaiporã,brazil
3072,-25.07689312,-49.34759723,Microrregião de Curitiba,brazil
3073,-26.09489996,-49.6832465,Microrregião de Rio Negro,brazil
3074,-23.27162063,-51.40923293,Microrregião Londrina,brazil
3075,-24.56662896,-52.26354382,Microrregião Campo Mourão,brazil
3076,-23.47723199,-52.80412596,Microrregião Cianorte,brazil
3077,-24.31544987,-51.2035528,Microrregião Ivaiporã,brazil
3078,-26.06509734,-53.62904173,Microrregião de Francisco Beltrão,brazil
3079,-23.34262741,-52.48001019,Microrregião Paranavaí,brazil
3080,-23.71632777,-50.77832668,Microrregião de Assaí,brazil
3081,-22.83823155,-52.33042866,Microrregião Paranavaí,brazil
3082,-23.99272029,-51.84784824,Microrregião Ivaiporã,brazil
3083,-25.66997266,-50.28667592,Microrregião de São Mateus do Sul,brazil
3084,-25.77417794,-52.79261864,Microrregião de Pato Branco,brazil
3085,-25.65596653,-52.93961568,Microrregião de Francisco Beltrão,brazil
3086,-23.43514389,-52.31697906,Microrregião Floraí,brazil
3087,-23.73877422,-53.94710089,Microrregião Umuarama,brazil
3088,-23.95870538,-49.67101479,Microrregião Wenceslau Braz,brazil
3089,-24.81545496,-54.11974443,Microrregião Toledo,brazil
3090,-25.66441282,-49.09481555,Microrregião de Curitiba,brazil
3091,-23.37244062,-52.61217593,Microrregião Cianorte,brazil
3092,-25.9727772,-50.3961295,Microrregião de São Mateus do Sul,brazil
3093,-25.38838082,-54.26179887,Microrregião Foz do Iguaçu,brazil
3094,-24.90623124,-53.89123373,Microrregião Toledo,brazil
3095,-23.84566808,-51.87171481,Microrregião Ivaiporã,brazil
3096,-22.78459974,-53.18111582,Microrregião Paranavaí,brazil
3097,-23.45547203,-50.7224455,Microrregião de Assaí,brazil
3098,-23.52438456,-52.53885313,Microrregião Cianorte,brazil
3099,-23.34871392,-51.58453379,Microrregião Apucarana,brazil
3100,-26.13865873,-53.41747518,Microrregião de Francisco Beltrão,brazil
3101,-23.63065717,-49.68347371,Microrregião Wenceslau Braz,brazil
3102,-25.77537306,-53.28673144,Microrregião de Francisco Beltrão,brazil
3103,-23.25936058,-50.4099255,Microrregião de Cornélio Procópio,brazil
3104,-23.54446189,-50.79831375,Microrregião de Assaí,brazil
3105,-23.08584481,-53.36304575,Microrregião Paranavaí,brazil
3106,-23.06296069,-51.83867806,Microrregião Astorga,brazil
3107,-24.88732542,-54.30614063,Microrregião Toledo,brazil
3108,-22.7034243,-51.90277607,Microrregião Astorga,brazil
3109,-23.1145113,-53.24063199,Microrregião Paranavaí,brazil
3110,-25.7835834,-53.422977,Microrregião de Capanema,brazil
3111,-25.38950364,-53.55345477,Microrregião Cascavel,brazil
3112,-23.05947521,-50.53912444,Microrregião de Cornélio Procópio,brazil
3113,-24.46253585,-52.22760535,Microrregião Campo Mourão,brazil
3114,-24.89275516,-51.94286822,Microrregião de Pitanga,brazil
3115,-25.03619553,-53.60606116,Microrregião Cascavel,brazil
3116,-25.45623292,-54.42735442,Microrregião Foz do Iguaçu,brazil
3117,-23.75061211,-49.63266638,Microrregião Wenceslau Braz,brazil
3118,-23.29647088,-50.08543149,Microrregião Jacarezinho,brazil
3119,-22.69891436,-52.3560467,Microrregião Paranavaí,brazil
3120,-23.58063495,-50.63023801,Microrregião de Cornélio Procópio,brazil
3121,-22.72519638,-51.8085787,Microrregião Astorga,brazil
3122,-23.87509008,-50.60446207,Microrregião de Assaí,brazil
3123,-23.46867225,-51.86715258,Microrregião Maringá,brazil
3124,-25.7132302,-52.60445958,Microrregião de Pato Branco,brazil
3125,-24.24382762,-49.45215322,Microrregião Jaguaraíva,brazil
