Country,codmun,hdi,hdi_estimated_2016,hdi_estimated_2017,entropy_2016,entropy_2017,popularity_2016,popularity_2017,activity_2016_h0-5,activity_2016_h6-11,activity_2016_h12-17,activity_2016_h18-23,activity_2017_h0-5,activity_2017_h6-11,activity_2017_h12-17,activity_2017_h18-23
brazil,2543,0.31,0.56,0.62,0.65,0.67,21.27,23.37,0.027833333,0.001166667,0.082666667,0.055166667,0.028,0.001,0.082666667,0.055
brazil,2544,0.35,0.43,0.39,0,0,12.2,12.96,0.012666667,0.000833333,0.1055,0.047666667,0.0125,0.001166667,0.105666667,0.047833333
brazil,2547,0.32,0.53,0.58,0.98,0.97,16.77,17.37,0.015833333,0.032666667,0.076833333,0.041333333,0.015666667,0.0325,0.076833333,0.041666667
brazil,2551,0.24,0.43,0.39,1.02,1.02,7.34,7.77,0.029,0.0315,0.044666667,0.061833333,0.028333333,0.031666667,0.045,0.061833333
brazil,2552,0.28,0.51,0.56,0.96,0.96,22.34,21.87,0.001333333,0.065666667,0.0335,0.066,0.0005,0.066333333,0.033666667,0.066
brazil,2555,0.35,0.61,0.55,1.34,1.29,15.21,14.95,0.027166667,0.019666667,0.033166667,0.086833333,0.0265,0.02,0.032666667,0.087333333
brazil,2556,0.24,0.38,0.34,0.26,0.26,17.72,19.41,0.007166667,0.007166667,0.0465,0.105833333,0.0075,0.007166667,0.0465,0.105833333
brazil,2559,0.29,0.4,0.36,1.7,1.66,11.49,12.6,0.035333333,0.0255,0.052333333,0.053833333,0.035333333,0.025666667,0.052166667,0.053833333
brazil,2562,0.27,0.35,0.39,0.78,0.79,13.64,13.04,0.029333333,0.026666667,0.052666667,0.058333333,0.029333333,0.0265,0.052,0.058833333
brazil,2564,0.48,0.58,0.64,2.53,2.52,16.4,17.73,0.033,0.0325,0.051833333,0.048833333,0.033333333,0.033166667,0.051333333,0.048666667
brazil,2566,0.34,0.58,0.52,1.31,1.38,23.86,25.47,0.021166667,0.029166667,0.059166667,0.0575,0.021166667,0.0285,0.059666667,0.057666667
brazil,2572,0.3,0.42,0.38,0.9,0.89,18.3,18.94,0.034,0.024166667,0.050333333,0.058333333,0.034,0.024166667,0.050166667,0.058
brazil,2573,0.38,0.41,0.37,0.98,0.97,9.35,9.85,0.03,0.020666667,0.055,0.061,0.029666667,0.020666667,0.055333333,0.061
brazil,2576,0.36,0.44,0.4,1.43,1.42,11.86,12.67,0.0635,0.040166667,0.032166667,0.030833333,0.0635,0.039666667,0.032,0.031333333
brazil,2578,0.37,0.41,0.45,1.18,1.14,14.27,14.71,0.013166667,0.033166667,0.056666667,0.063833333,0.013166667,0.033,0.056333333,0.064166667
brazil,2580,0.72,0.69,0.62,2.82,2.89,28.79,26.52,0.035,0.022,0.049666667,0.059833333,0.035,0.022166667,0.049666667,0.0595
brazil,2581,0.33,0.44,0.49,0.5,0.47,10.12,9.53,0.022833333,0.024333333,0.046833333,0.072833333,0.022666667,0.0245,0.046333333,0.073
brazil,2583,0.28,0.47,0.52,1.2,1.15,10.71,10.62,0.043666667,0.022,0.043333333,0.057666667,0.043666667,0.022333333,0.043333333,0.057333333
brazil,2586,0.56,0.58,0.64,3.1,3.13,8.4,8.76,0.031,0.0225,0.0465,0.0665,0.031333333,0.022333333,0.046666667,0.066833333
brazil,2590,0.66,0.68,0.75,4.46,4.43,31.66,30.35,0.034833333,0.037,0.045333333,0.0495,0.035166667,0.0365,0.045333333,0.05
brazil,2596,0.46,0.47,0.51,1.29,1.29,12.82,13.14,0.043333333,0.014333333,0.050166667,0.058833333,0.043833333,0.0145,0.050166667,0.058333333
brazil,2598,0.34,0.5,0.55,1.11,1.1,16.94,18.01,0.029833333,0.038833333,0.0455,0.052166667,0.03,0.038833333,0.045666667,0.052
brazil,2600,0.41,0.51,0.57,1.9,1.91,19.29,19.62,0.016166667,0.033833333,0.062333333,0.054333333,0.016333333,0.033666667,0.0625,0.054
brazil,2602,0.34,0.47,0.51,0.22,0.21,15.26,13.93,0.014333333,0.067,0.0625,0.023166667,0.0145,0.067166667,0.062333333,0.022666667
brazil,2604,0.25,0.29,0.32,1.38,1.37,12.33,13.23,0.0115,0.029166667,0.057833333,0.068166667,0.0115,0.029,0.0575,0.0685
brazil,2607,0.34,0.61,0.67,1.32,1.32,26.37,24.43,0.037833333,0.030333333,0.0455,0.053166667,0.037666667,0.0305,0.045333333,0.053
brazil,2615,0.23,0.44,0.39,0,0,15.91,16.61,0.038666667,0.011333333,0.062833333,0.053833333,0.0385,0.0115,0.063333333,0.0535
brazil,2618,0.42,0.51,0.46,1.51,1.53,15.67,14.82,0.013333333,0.038333333,0.051333333,0.0635,0.013166667,0.0385,0.051166667,0.0635
brazil,2622,0.54,0.64,0.7,2.68,2.64,22.55,23.85,0.043166667,0.0115,0.053666667,0.0585,0.043333333,0.011333333,0.0535,0.0585
brazil,2623,0.26,0.44,0.48,1.94,1.94,17.33,18.47,0.029,0.0215,0.036166667,0.080166667,0.029166667,0.021666667,0.035833333,0.080166667
brazil,2626,0.26,0.49,0.44,1.38,1.39,9.71,10.05,0.024166667,0.018166667,0.0495,0.075,0.0235,0.0185,0.0495,0.075
brazil,2627,0.34,0.51,0.56,1,1.02,14.46,14.6,0.0625,0.020166667,0.0415,0.0425,0.062833333,0.020666667,0.041166667,0.042333333
brazil,2628,0.4,0.59,0.53,0.91,0.86,16.89,16.51,0.031166667,0.018333333,0.044666667,0.072833333,0.031166667,0.018166667,0.0445,0.0725
brazil,2629,0.4,0.43,0.48,0.28,0.29,15.49,16.47,0.016833333,0.025666667,0.0385,0.085833333,0.016666667,0.0255,0.0385,0.085833333
brazil,2630,0.28,0.47,0.52,0.24,0.24,6.23,6.01,0.0295,0.020666667,0.054333333,0.0625,0.0295,0.020166667,0.054833333,0.062666667
brazil,2631,0.27,0.35,0.39,0.99,1.05,8.97,8.26,0.031166667,0.032,0.0515,0.052,0.030833333,0.032166667,0.0515,0.051666667
brazil,2632,0.26,0.45,0.5,1.27,1.26,13.88,15.13,0.0445,0.02,0.039166667,0.062833333,0.044833333,0.020333333,0.039166667,0.062666667
brazil,2634,0.76,0.76,0.83,4.63,4.63,25.92,26.62,0.0005,0.165166667,0.0005,0.000666667,0.000666667,0.163833333,0.000666667,0.001166667
brazil,2636,0.28,0.44,0.49,1.05,1,12.15,11.38,0.009666667,0.059166667,0.032666667,0.065,0.0095,0.059666667,0.032333333,0.065166667
brazil,2638,0.24,0.53,0.59,0.85,0.81,17.54,15.83,0.040833333,0.022833333,0.044333333,0.058666667,0.041166667,0.0225,0.044666667,0.058333333
brazil,2639,0.29,0.4,0.44,0,0,6.82,6.5,0.001,0.021166667,0.143666667,0.000666667,0.001333333,0.021666667,0.142833333,0.001333333
brazil,2641,0.43,0.53,0.48,0.98,1.02,14.48,13.3,0.001333333,0.019333333,0.145166667,0.000833333,0.001,0.018833333,0.145833333,0.001333333
brazil,2646,0.32,0.39,0.42,1.99,1.98,10.22,10.34,0.019,0.037833333,0.051666667,0.0585,0.019,0.037166667,0.051333333,0.058833333
brazil,2649,0.33,0.51,0.46,2.36,2.3,10.52,9.66,0.041333333,0.017833333,0.051833333,0.055166667,0.0415,0.0175,0.052,0.055666667
brazil,2652,0.24,0.53,0.47,1.74,1.7,15.03,15.12,0.0355,0.024333333,0.041333333,0.065666667,0.035666667,0.024333333,0.041166667,0.065833333
brazil,2654,0.28,0.49,0.54,0.84,0.87,22.89,24.66,0.013333333,0.041333333,0.0495,0.0625,0.013166667,0.0415,0.049166667,0.062666667
brazil,2662,0.43,0.57,0.63,2.05,2.11,17.03,17.03,0.039833333,0.013166667,0.0715,0.042333333,0.039166667,0.013,0.072333333,0.042666667
brazil,2666,0.37,0.5,0.55,0.76,0.76,16.93,17.33,0.055,0.001666667,0.001333333,0.109,0.055166667,0.001,0.001,0.109333333
brazil,2674,0.61,0.68,0.74,3.79,3.77,31.89,31.7,0.032833333,0.025333333,0.048333333,0.0605,0.032666667,0.025166667,0.048666667,0.060333333
brazil,2675,0.33,0.29,0.32,0,0,9.09,9.35,0.035833333,0.023833333,0.0475,0.059333333,0.035833333,0.024,0.0475,0.059333333
brazil,2678,0.34,0.47,0.52,1.63,1.61,20.42,21.83,0.000833333,0.0395,0.0775,0.048833333,0.001166667,0.039,0.077666667,0.0485
brazil,2680,0.42,0.49,0.54,1.34,1.35,15.99,14.69,0.009833333,0.024333333,0.0465,0.085833333,0.0095,0.023666667,0.046833333,0.086666667
brazil,2681,0.38,0.5,0.45,0.37,0.37,15.75,16.38,0.035166667,0.029,0.056,0.046166667,0.0345,0.029666667,0.055833333,0.046666667
brazil,2684,0.31,0.47,0.52,0.33,0.34,7.95,8.03,0.065333333,0.018166667,0.044166667,0.039,0.064833333,0.018833333,0.044166667,0.039
brazil,2685,0.35,0.3,0.33,0.77,0.74,5.94,5.65,0.011166667,0.0345,0.046833333,0.074333333,0.011666667,0.034166667,0.046333333,0.0745
brazil,2686,0.29,0.46,0.51,1.45,1.5,16.1,17.52,0.0395,0.021166667,0.049166667,0.056833333,0.039166667,0.021166667,0.049166667,0.056833333
brazil,2687,0.39,0.58,0.64,2.13,2.16,20.78,21.11,0.006833333,0.009666667,0.113833333,0.036333333,0.007,0.009833333,0.113333333,0.036333333
brazil,2688,0.34,0.43,0.47,0.58,0.6,7.98,8.18,0.001166667,0.163833333,0.001,0.001166667,0.001,0.164166667,0.001,0.0005
brazil,2691,0.38,0.39,0.43,0.62,0.62,11.23,11.95,0.037,0.022333333,0.048333333,0.059,0.037,0.022166667,0.048666667,0.058833333
brazil,2692,0.41,0.34,0.38,1.05,1.04,10.59,10.22,0.066666667,0.001333333,0.059666667,0.039166667,0.067,0.001333333,0.0595,0.039166667
brazil,2693,0.38,0.45,0.5,0.96,0.98,7.14,7.31,0.041333333,0.027333333,0.047833333,0.050333333,0.041166667,0.027666667,0.047666667,0.049833333
brazil,2695,0.38,0.48,0.44,0.49,0.46,10.15,11.02,0.025166667,0.018333333,0.077166667,0.046166667,0.024833333,0.018166667,0.076833333,0.046333333
brazil,2701,0.33,0.59,0.53,1.59,1.54,20.94,19.18,0.0085,0.034333333,0.0625,0.061,0.008333333,0.035,0.062166667,0.061166667
brazil,2703,0.32,0.56,0.62,2.1,2.13,25.78,26.68,0.0155,0.0575,0.045833333,0.048166667,0.015333333,0.057666667,0.046,0.047666667
brazil,2708,0.38,0.48,0.43,0.59,0.56,14.69,13.51,0.015333333,0.051333333,0.048666667,0.0515,0.0155,0.051,0.049,0.051166667
brazil,2713,0.34,0.43,0.47,0.85,0.82,12.91,13.92,0.044666667,0.0165,0.043,0.062,0.046,0.016,0.043,0.061833333
brazil,2722,0.35,0.55,0.61,1.21,1.21,17.9,18.93,0.02,0.0105,0.0455,0.0905,0.020333333,0.0105,0.045833333,0.090333333
brazil,2725,0.29,0.48,0.44,0.56,0.59,3.73,3.82,0.024166667,0.041833333,0.049,0.051833333,0.023666667,0.041333333,0.049333333,0.052
brazil,2729,0.56,0.57,0.51,1.11,1.12,16.67,17.99,0.036,0.018166667,0.0355,0.076833333,0.036166667,0.018333333,0.035666667,0.076166667
brazil,2730,0.43,0.61,0.67,2.15,2.15,14.26,14.21,0.046,0.026,0.041166667,0.0535,0.045833333,0.025833333,0.0415,0.053666667
brazil,2736,0.29,0.48,0.53,1.42,1.38,19.48,17.6,0.0335,0.033,0.049666667,0.050333333,0.0335,0.033166667,0.05,0.050166667
brazil,2738,0.43,0.53,0.47,1.01,1,13.79,13.92,0.018333333,0.0285,0.058166667,0.062,0.018666667,0.029,0.057166667,0.061666667
brazil,2745,0.35,0.47,0.43,1.49,1.44,12.92,13.8,0.026166667,0.037,0.047833333,0.055333333,0.026,0.036666667,0.048666667,0.0555
brazil,2746,0.4,0.62,0.56,1.25,1.26,14.69,14.86,0.001166667,0.130666667,0.015833333,0.019166667,0.001166667,0.1305,0.015833333,0.019166667
brazil,2748,0.53,0.59,0.65,2.33,2.38,14.9,15.24,0.032166667,0.025333333,0.0275,0.081333333,0.032666667,0.025666667,0.027166667,0.081166667
brazil,2749,0.43,0.58,0.64,1.2,1.24,17.4,15.81,0.048166667,0.042833333,0.034833333,0.040833333,0.048333333,0.042833333,0.035,0.0405
brazil,2750,0.25,0.31,0.35,0,0,10.96,10.8,0.048,0.0255,0.050333333,0.042833333,0.047666667,0.025333333,0.050333333,0.042833333
brazil,2751,0.31,0.32,0.29,0.2,0.21,7.28,6.94,0.0275,0.024,0.048166667,0.067,0.028166667,0.0245,0.0475,0.066833333
brazil,2752,0.33,0.24,0.26,0,0,7.68,7.75,0.001,0.001333333,0.001166667,0.163333333,0.001333333,0.001166667,0.001166667,0.163
brazil,2753,0.38,0.56,0.61,0.89,0.84,12.49,13.33,0.0435,0.024166667,0.039666667,0.059,0.0435,0.0245,0.0395,0.058833333
brazil,2755,0.39,0.64,0.7,0.15,0.15,20.3,20.75,0.041833333,0.027166667,0.031833333,0.0655,0.042,0.027166667,0.031833333,0.0655
brazil,2756,0.45,0.48,0.53,1.03,1.04,16.65,17.11,0.066333333,0.020666667,0.031833333,0.047833333,0.066333333,0.0205,0.0315,0.048166667
brazil,2757,0.33,0.38,0.42,0.86,0.9,5.85,5.4,0.052833333,0.011666667,0.045166667,0.057166667,0.053333333,0.011666667,0.045,0.0565
brazil,2765,0.6,0.68,0.75,1.9,1.88,30.18,30.68,0.0175,0.057833333,0.0415,0.049666667,0.017333333,0.058166667,0.041666667,0.049666667
brazil,2766,0.66,0.64,0.7,0.76,0.73,14.66,14.68,0.04,0.021,0.049666667,0.055833333,0.0395,0.021,0.049666667,0.056333333
brazil,2768,0.6,0.57,0.63,0.84,0.89,15.59,14.62,0.040166667,0.022,0.045833333,0.0585,0.040166667,0.022166667,0.046166667,0.058666667
brazil,2769,0.55,0.57,0.63,0.28,0.27,12.56,12.58,0.025666667,0.028833333,0.054,0.058,0.025666667,0.029,0.053666667,0.058333333
brazil,2770,0.63,0.4,0.44,0.92,0.9,11.03,11.96,0.035,0.0195,0.049166667,0.063333333,0.0355,0.019666667,0.049,0.062666667
brazil,2772,0.63,0.66,0.72,1.31,1.31,25.4,26.2,0.015333333,0.022,0.072,0.057666667,0.0155,0.022166667,0.071666667,0.0575
brazil,2776,0.58,0.6,0.54,1.54,1.52,26.03,24.66,0.001,0.000833333,0.001333333,0.163666667,0.0005,0.001166667,0.000833333,0.164166667
brazil,2778,0.72,0.68,0.61,2.36,2.29,29.55,29.8,0.040833333,0.021666667,0.0455,0.0585,0.0405,0.021833333,0.045833333,0.058666667
brazil,2780,0.72,0.69,0.62,2.63,2.66,18.96,20.14,0.033166667,0.034833333,0.053833333,0.045166667,0.033666667,0.034666667,0.0535,0.044666667
brazil,2781,0.66,0.66,0.73,1.44,1.41,30.99,31.27,0.0455,0.024666667,0.053666667,0.043166667,0.045666667,0.025,0.053166667,0.043
brazil,2783,0.62,0.63,0.56,0.63,0.59,23.15,24.82,0.042,0.024333333,0.045666667,0.0545,0.042166667,0.024333333,0.045833333,0.0545
brazil,2784,0.7,0.73,0.81,2.55,2.55,24.4,24.24,0.001,0.028,0.041166667,0.096166667,0.000833333,0.028166667,0.042,0.095666667
brazil,2786,0.67,0.58,0.64,1.03,1.04,7.1,7.08,0.0125,0.024666667,0.061333333,0.068166667,0.011833333,0.0245,0.061333333,0.068833333
brazil,2788,0.72,0.6,0.54,1.28,1.34,17.53,17.75,0.0255,0.014166667,0.074833333,0.052,0.025833333,0.014166667,0.074666667,0.052166667
brazil,2790,0.6,0.62,0.56,1.93,1.98,12.42,12.67,0.016666667,0.036666667,0.068666667,0.044,0.016666667,0.036833333,0.068166667,0.045
brazil,2791,0.67,0.67,0.74,2.48,2.44,20.32,22.12,0.028166667,0.036833333,0.052,0.049666667,0.0285,0.036833333,0.051833333,0.049333333
brazil,2792,0.6,0.46,0.51,0.1,0.09,11.98,11.41,0.0415,0.000833333,0.123333333,0.000666667,0.041,0.001166667,0.122666667,0.001666667
brazil,2796,0.65,0.53,0.59,0.79,0.75,10.72,10.53,0.0255,0.037833333,0.0475,0.055833333,0.025666667,0.037666667,0.047666667,0.055666667
brazil,2797,0.53,0.65,0.72,0.27,0.25,17.73,19.47,0.037,0.019,0.055333333,0.0555,0.0365,0.019166667,0.0555,0.055166667
brazil,2802,0.46,0.61,0.67,0.92,0.97,15.83,17.32,0.025666667,0.026,0.046666667,0.068333333,0.025666667,0.026,0.046166667,0.068666667
brazil,2809,0.43,0.46,0.41,0.25,0.27,12.92,13.8,0.032666667,0.021333333,0.0425,0.07,0.032833333,0.022,0.042,0.07
brazil,2810,0.68,0.64,0.7,1.75,1.72,27.36,29.62,0.008833333,0.039666667,0.046,0.072,0.009166667,0.0395,0.046166667,0.072
brazil,2813,0.72,0.71,0.78,1.28,1.24,32.99,34.86,0.019333333,0.0525,0.035333333,0.059666667,0.019666667,0.051833333,0.035666667,0.059166667
brazil,2816,0.69,0.68,0.75,1.62,1.63,23.76,24.78,0.038666667,0.0265,0.043666667,0.058333333,0.038166667,0.026,0.0435,0.058666667
brazil,2817,0.66,0.7,0.77,1.53,1.59,19.03,20.2,0.018666667,0.036333333,0.051666667,0.060166667,0.018833333,0.036166667,0.051833333,0.06
brazil,2819,0.62,0.56,0.61,0.28,0.3,15,14.8,0.034,0.028166667,0.0485,0.055833333,0.034,0.027666667,0.049166667,0.056166667
brazil,2821,0.65,0.65,0.72,2.17,2.18,30.07,30.34,0.014333333,0.024333333,0.0805,0.047666667,0.013833333,0.024666667,0.080666667,0.048
brazil,2824,0.61,0.6,0.66,0.9,0.92,15.97,17.54,0.034333333,0.026333333,0.048333333,0.057833333,0.0335,0.026833333,0.048333333,0.057666667
brazil,2825,0.75,0.77,0.84,3.29,3.25,18.56,18.69,0.033833333,0.024666667,0.050333333,0.058166667,0.0335,0.024333333,0.050333333,0.0585
brazil,2827,0.45,0.51,0.46,1,1.02,15.85,15.71,0.0455,0.024833333,0.053333333,0.043,0.045333333,0.025333333,0.053333333,0.042666667
brazil,2828,0.45,0.65,0.71,1.02,1.06,25.73,27.36,0.039333333,0.029166667,0.047333333,0.051,0.039333333,0.0295,0.047,0.051
brazil,2829,0.62,0.69,0.76,1.6,1.65,20.14,19.73,0.053333333,0.020166667,0.042833333,0.050166667,0.0535,0.020333333,0.0425,0.050333333
brazil,2830,0.65,0.52,0.47,0.75,0.74,17.5,18.11,0.028833333,0.021333333,0.036,0.080666667,0.029166667,0.021666667,0.035666667,0.080333333
brazil,2831,0.67,0.7,0.77,1.45,1.41,22.93,22.37,0.001333333,0.083833333,0.015,0.0665,0.001,0.084666667,0.015333333,0.066166667
brazil,2832,0.64,0.55,0.61,1.09,1.07,15.61,14.42,0.0185,0.040666667,0.0645,0.042666667,0.018333333,0.0405,0.064833333,0.042666667
brazil,2833,0.81,0.77,0.85,4.3,4.31,21.16,21.25,0.012833333,0.046166667,0.057833333,0.05,0.012833333,0.046333333,0.057666667,0.049833333
brazil,2834,0.61,0.65,0.59,1.71,1.76,18.15,17.39,0.02,0.010333333,0.044333333,0.0915,0.019833333,0.010333333,0.044166667,0.092333333
brazil,2835,0.55,0.29,0.31,0.35,0.33,7.46,7.1,0.025833333,0.030166667,0.041166667,0.069333333,0.026,0.030333333,0.041166667,0.069666667
brazil,2836,0.53,0.55,0.61,0.37,0.4,22.36,22.89,0.038,0.0355,0.044333333,0.0485,0.037833333,0.035666667,0.044666667,0.0485
brazil,2837,0.7,0.68,0.75,1.17,1.11,25.69,25.88,0.024166667,0.031166667,0.047,0.064333333,0.023833333,0.031833333,0.047166667,0.064
brazil,2838,0.74,0.72,0.79,2.68,2.68,26.61,25.23,0.02,0.058,0.039166667,0.049166667,0.0205,0.058333333,0.039,0.048833333
brazil,2839,0.65,0.6,0.66,1.84,1.82,30.01,30.65,0.007833333,0.040833333,0.0585,0.0595,0.007833333,0.041333333,0.059,0.059
brazil,2840,0.59,0.63,0.69,1.26,1.18,8.85,9.52,0.016333333,0.0405,0.053333333,0.056666667,0.016333333,0.041,0.053666667,0.055833333
brazil,2841,0.69,0.7,0.77,2.66,2.69,17.25,15.97,0.024333333,0.046,0.041166667,0.0555,0.0245,0.046,0.040833333,0.054833333
brazil,2842,0.68,0.72,0.79,1.94,1.97,20.45,21.63,0.007333333,0.019833333,0.066833333,0.072333333,0.007166667,0.02,0.066666667,0.072333333
brazil,2845,0.56,0.61,0.55,0.95,0.99,12.29,12.57,0.022666667,0.020666667,0.058166667,0.065166667,0.0225,0.020666667,0.058166667,0.065333333
brazil,2846,0.7,0.63,0.69,1.26,1.28,14.85,14.93,0.001,0.001166667,0.082166667,0.082,0.000666667,0.000666667,0.083,0.082666667
brazil,2847,0.75,0.66,0.6,2.8,2.76,28.66,28.7,0.044166667,0.030666667,0.021333333,0.070666667,0.043666667,0.031166667,0.020833333,0.071166667
brazil,2849,0.66,0.75,0.82,1.24,1.2,27.08,29.43,0.001,0.0415,0.062,0.062,0.000666667,0.041333333,0.062666667,0.061833333
brazil,2851,0.52,0.46,0.51,0.48,0.49,17.31,17.88,0.019666667,0.026,0.072,0.049,0.019666667,0.026333333,0.071833333,0.048833333
brazil,2853,0.65,0.58,0.64,1.35,1.38,24.85,25.39,0.0205,0.031833333,0.071166667,0.043166667,0.0205,0.031666667,0.071,0.043166667
brazil,2856,0.5,0.64,0.71,0.32,0.3,16.22,16.31,0.024333333,0.033166667,0.047166667,0.062,0.024166667,0.032666667,0.047666667,0.062
brazil,2857,0.91,0.83,0.91,5.31,5.32,22.4,22.28,0.0335,0.025,0.047666667,0.0605,0.0335,0.024666667,0.047666667,0.0605
brazil,2861,0.77,0.67,0.6,1.71,1.69,19.45,19.5,0.033,0.032833333,0.051833333,0.049166667,0.032833333,0.032833333,0.051333333,0.049666667
brazil,2866,0.68,0.62,0.56,1.65,1.62,24.69,23.06,0.066333333,0.0155,0.050333333,0.034833333,0.065833333,0.015166667,0.0505,0.035166667
brazil,2872,0.58,0.65,0.71,0.94,0.98,22.04,24.15,0.027,0.032333333,0.046833333,0.060666667,0.0265,0.032333333,0.046833333,0.061
brazil,2873,0.66,0.72,0.65,1.83,1.8,18.37,18.7,0.0425,0.023833333,0.055333333,0.045166667,0.042666667,0.0235,0.0555,0.045
brazil,2879,0.61,0.52,0.57,0.32,0.31,15.39,16.42,0.0215,0.0415,0.045166667,0.058,0.0215,0.041833333,0.045166667,0.058
brazil,2882,0.73,0.8,0.72,4.14,4.14,24.47,23.64,0.0295,0.0415,0.047666667,0.048,0.029833333,0.041333333,0.047833333,0.047833333
brazil,2885,0.79,0.81,0.89,3.17,3.17,32.78,32.85,0.011,0.029,0.04,0.086333333,0.011666667,0.029,0.04,0.086166667
brazil,2886,0.49,0.68,0.61,0.84,0.89,26.9,25.53,0.042333333,0.026833333,0.053833333,0.043833333,0.042166667,0.026333333,0.0535,0.044333333
brazil,2888,0.68,0.65,0.72,1.92,1.9,21.53,23.31,0.037333333,0.017333333,0.066666667,0.045666667,0.037833333,0.016833333,0.065833333,0.045833333
brazil,2891,0.67,0.63,0.69,1.92,1.96,23.92,24.23,0.034333333,0.031,0.056,0.045666667,0.034,0.031333333,0.055666667,0.045666667
brazil,2897,0.55,0.49,0.44,1.19,1.2,13.92,13.84,0.038666667,0.025333333,0.046,0.056333333,0.0385,0.0255,0.0465,0.055833333
brazil,2898,0.68,0.77,0.85,3.51,3.47,28.47,30.19,0.0215,0.0275,0.056333333,0.061166667,0.021666667,0.027666667,0.056,0.061333333
brazil,2900,0.65,0.74,0.81,3.04,3.03,21.32,23.11,0.024833333,0.028166667,0.049833333,0.064,0.024833333,0.028333333,0.05,0.0635
brazil,2902,0.63,0.59,0.65,1.54,1.61,9,9.26,0.041833333,0.020833333,0.045333333,0.058833333,0.042,0.021,0.045166667,0.0585
brazil,2904,0.67,0.59,0.65,1.42,1.39,12.77,13.74,0.019833333,0.057333333,0.0465,0.043166667,0.020166667,0.057333333,0.046833333,0.042666667
brazil,2905,0.52,0.5,0.55,0,0,13.2,12.77,0.030333333,0.0235,0.059166667,0.053333333,0.0305,0.023333333,0.059666667,0.0535
brazil,2908,0.42,0.49,0.54,2.17,2.17,16.9,17.76,0.0155,0.015333333,0.058333333,0.077166667,0.015333333,0.015333333,0.058333333,0.077666667
brazil,2909,0.51,0.67,0.61,1.18,1.15,34.77,34.77,0.029166667,0.029666667,0.0595,0.0485,0.028833333,0.0295,0.0595,0.049
brazil,2910,0.36,0.36,0.4,0,0,12.83,13.29,0.034166667,0.032333333,0.046166667,0.054166667,0.034166667,0.0325,0.046,0.054333333
brazil,2913,0.49,0.54,0.59,0.68,0.69,16.43,16.7,0.016666667,0.008833333,0.102,0.039333333,0.016666667,0.009166667,0.101666667,0.039833333
brazil,2917,0.67,0.7,0.77,2.56,2.56,22.75,24.67,0.0225,0.019666667,0.066166667,0.058333333,0.022166667,0.019666667,0.066333333,0.058166667
brazil,2918,0.52,0.43,0.39,0.71,0.73,16.85,17.68,0.034333333,0.0315,0.034166667,0.066833333,0.034333333,0.030666667,0.0345,0.066833333
brazil,2921,0.7,0.62,0.69,1.67,1.65,21.9,22.56,0.0335,0.033666667,0.042666667,0.057166667,0.0335,0.033333333,0.042666667,0.057
brazil,2924,0.68,0.55,0.61,0.79,0.76,14.88,14.84,0.020166667,0.040833333,0.055333333,0.050666667,0.020333333,0.0405,0.055166667,0.050166667
brazil,2925,0.45,0.54,0.49,1.3,1.3,17.66,18.4,0.018333333,0.040666667,0.0645,0.043,0.018833333,0.040666667,0.064833333,0.0425
brazil,2926,0.49,0.5,0.55,0.16,0.17,14.6,15.65,0.031166667,0.026333333,0.048666667,0.0605,0.0305,0.026166667,0.049333333,0.060666667
brazil,2927,0.68,0.68,0.75,2.1,2.11,31.58,29.41,0.004833333,0.047166667,0.068833333,0.0465,0.004666667,0.046333333,0.069166667,0.046333333
brazil,2931,0.71,0.69,0.75,2.09,2.11,23.47,22.63,0.024833333,0.0305,0.061166667,0.050166667,0.025,0.030166667,0.0615,0.05
brazil,2932,0.64,0.44,0.39,0.35,0.36,14.77,13.38,0.0235,0.033,0.043333333,0.066666667,0.023833333,0.032666667,0.043333333,0.066666667
brazil,2933,0.71,0.68,0.75,2.1,2.1,29.21,31.45,0.001333333,0.0415,0.066333333,0.057666667,0.000666667,0.0415,0.066166667,0.057666667
brazil,2934,0.72,0.65,0.71,2.14,2.1,18.54,19.11,0.020333333,0.046833333,0.046,0.053833333,0.020666667,0.046833333,0.045333333,0.054
brazil,2937,0.64,0.66,0.73,0.23,0.23,30.79,29.35,0.038,0.021,0.045833333,0.062,0.038,0.020666667,0.046166667,0.061833333
brazil,2938,0.58,0.55,0.61,0.88,0.86,20.68,21.43,0.033166667,0.033166667,0.05,0.050333333,0.033333333,0.033166667,0.049333333,0.051
brazil,2940,0.58,0.49,0.44,0.92,0.91,16.61,18.1,0.0125,0.046666667,0.0815,0.025666667,0.012333333,0.047,0.081,0.026333333
brazil,2941,0.62,0.56,0.62,0.84,0.79,15.35,15.97,0.0005,0.000833333,0.082833333,0.082333333,0.001,0.001166667,0.082333333,0.0825
brazil,2942,0.61,0.55,0.61,0.8,0.8,18.77,19.51,0.030333333,0.024166667,0.059166667,0.053333333,0.030166667,0.023166667,0.059666667,0.053666667
brazil,2948,0.62,0.7,0.77,1.55,1.56,21.98,23.84,0.0425,0.022333333,0.047666667,0.053833333,0.0425,0.022333333,0.047666667,0.054166667
brazil,2952,0.67,0.55,0.61,1.41,1.41,11.22,11.71,0.007,0.019333333,0.090166667,0.050333333,0.007166667,0.019166667,0.090666667,0.0495
brazil,2954,0.8,0.75,0.82,4.58,4.57,22.08,23.78,0.023166667,0.047333333,0.048833333,0.047333333,0.0235,0.0475,0.048166667,0.047833333
